accX,accY,accZ,gyroX,gyroY,gyroZ
4.233,8.179,8.278,-0.641,0.077,-1.105
7.274,8.839,7.914,-0.394,-0.279,-1.594
3.476,4.032,6.856,-0.014,-2.333,-3.265
-0.488,0.014,8.872,0.575,-3.302,-3.033
-0.584,-3.065,17.213,-0.270,-2.859,-1.083
-2.605,-0.996,14.589,1.246,1.215,1.772
-0.584,0.101,10.916,1.919,2.082,2.582
8.614,5.339,5.745,0.047,4.305,3.710
9.615,8.950,7.095,-0.437,1.957,2.249
11.076,10.171,5.903,0.340,-1.332,-1.903
4.899,3.428,9.758,0.300,-2.672,-3.976
1.542,1.748,10.385,0.121,-2.980,-3.307
-1.125,-0.091,14.091,-1.285,-0.466,-1.511
-6.646,-0.622,13.449,-0.576,0.466,-0.868
-6.206,1.231,12.477,0.912,0.832,1.358
-0.048,3.888,8.857,0.954,2.582,2.942
4.760,6.531,9.073,0.992,2.485,2.773
7.638,8.873,4.610,0.437,1.619,1.177
9.242,9.534,2.752,0.317,0.611,0.567
8.212,8.959,2.776,-0.368,-1.010,-1.186
3.457,5.210,8.867,-0.325,-3.151,-3.163
0.704,4.132,9.810,0.080,-4.103,-3.233
-8.308,2.107,12.961,0.148,-1.723,-1.620
-7.920,1.733,11.860,1.003,0.589,1.437
-3.021,3.333,10.682,0.734,1.890,2.324
3.831,5.813,10.428,0.746,2.333,2.598
7.326,8.078,6.501,-0.053,3.382,2.149
9.811,9.869,3.365,-0.623,1.316,0.689
8.600,9.582,3.145,-0.813,-1.573,-1.372
6.632,8.059,10.375,-0.346,-2.827,-2.602
