accX,accY,accZ,gyroX,gyroY,gyroZ
-5.037,11.032,0.727,-0.183,0.664,0.787
-3.194,9.673,1.598,0.128,1.792,1.126
0.350,8.054,4.342,0.569,2.354,0.836
1.480,7.226,10.524,-0.091,0.754,0.282
4.156,5.899,8.996,-0.491,-0.860,0.192
1.020,6.081,9.686,-0.452,-2.181,-0.830
-3.280,7.398,6.094,-0.224,-2.841,-1.574
-6.316,10.961,1.277,0.203,-2.573,-1.143
-7.374,12.206,-2.357,0.920,-0.105,-0.259
-6.776,10.573,-2.218,0.037,1.081,0.676
-5.382,8.308,2.120,0.605,4.571,1.413
-3.338,8.629,9.494,0.291,4.820,0.602
-1.753,8.389,13.655,-0.818,2.615,0.319
-0.613,7.470,10.007,0.604,-1.013,-0.026
-4.851,9.931,5.841,-0.364,-3.051,-0.332
-4.386,9.218,-0.968,0.673,-3.101,-0.164
-3.457,11.028,-8.031,0.813,-1.284,0.066
-3.156,9.778,-6.777,-0.168,1.258,0.221
-4.492,9.131,-3.640,-0.124,2.617,0.245
-4.271,9.002,4.170,-0.608,3.829,0.127
-2.964,9.907,9.743,0.092,2.393,0.049
-2.131,8.485,12.386,-0.134,0.847,0.157
-2.294,7.513,7.349,0.678,-2.386,-0.142
-4.568,8.533,3.006,-0.127,-3.131,-0.604
-4.803,10.616,-4.823,0.991,-2.941,-0.403
-3.596,10.807,-10.483,0.397,-1.051,0.190
-4.362,10.238,-9.224,-0.141,0.487,0.338
-4.429,7.891,-2.917,-0.812,2.987,0.584
-6.488,10.396,5.122,0.071,3.916,-0.324
-3.970,9.606,10.926,-1.000,2.576,0.060
