accX,accY,accZ,gyroX,gyroY,gyroZ
1.963,4.879,10.332,-0.030,0.678,-0.407
5.377,5.464,13.363,0.404,-0.430,-2.045
-1.437,-1.949,10.251,0.646,-2.536,-3.678
-6.230,-4.932,9.518,0.311,-1.534,-0.504
-4.645,-4.827,11.414,-0.209,-0.279,0.927
-1.365,-5.234,10.404,-0.849,2.045,4.378
10.204,2.725,13.220,-1.919,1.075,3.682
9.989,6.081,14.651,-0.649,0.365,1.280
6.527,1.638,12.559,1.072,0.506,-2.901
1.748,-4.372,10.198,2.157,-0.588,-4.882
-3.625,-6.469,9.772,2.660,-1.078,-4.619
-8.303,-7.872,11.194,-0.569,0.018,-0.748
-6.124,-5.765,9.418,0.047,0.135,1.602
2.423,-4.214,10.466,-1.892,0.564,4.812
8.906,4.697,15.724,-0.372,0.074,3.071
10.266,6.838,12.951,-0.048,-0.062,0.708
5.942,1.053,10.840,1.385,-0.076,-3.408
-0.239,-3.797,12.564,1.602,-0.458,-4.120
-6.038,-5.444,8.436,1.525,-0.720,-3.728
-7.614,-6.675,9.782,-0.279,-0.639,0.077
-3.012,-6.053,9.997,-0.960,-0.009,4.046
4.970,-1.805,13.445,-2.183,0.676,5.148
11.248,6.249,12.899,-0.275,-0.183,2.626
8.174,3.352,10.485,0.704,0.214,-2.445
4.831,-0.484,12.262,1.160,-1.074,-4.014
-0.905,-5.248,12.664,1.279,-0.509,-4.343
-8.471,-6.479,8.508,0.954,-0.280,-0.455
-4.429,-5.578,8.498,-0.499,0.462,2.240
2.241,-6.076,11.735,-1.343,0.629,5.268
14.490,4.990,16.739,-2.268,1.045,5.926
