accX,accY,accZ,gyroX,gyroY,gyroZ
-2.792,9.380,1.483,0.833,1.247,1.093
-4.755,11.861,-0.968,1.201,1.913,0.975
-0.579,7.671,3.964,0.060,2.399,1.154
2.811,7.087,9.197,0.526,1.223,-0.065
3.845,6.206,10.313,0.275,0.369,0.111
0.986,6.996,9.638,-0.206,-2.506,-0.659
-3.946,8.035,6.516,-1.260,-4.335,-1.403
-7.436,13.293,-1.945,-0.046,-3.035,-1.063
-8.308,12.225,0.095,-0.189,-0.526,-0.050
-6.709,10.104,0.870,0.633,3.195,0.806
-2.447,8.744,1.703,1.324,4.428,1.139
-0.594,8.758,7.335,0.631,3.721,0.619
0.871,7.379,11.410,0.036,1.339,0.494
2.686,6.507,11.271,-0.137,-0.487,0.219
0.321,8.006,6.995,0.199,-2.727,-0.889
-4.281,9.313,6.114,0.102,-2.883,-0.946
-5.171,9.170,4.021,-0.888,-3.160,-0.910
-6.570,11.143,-0.897,0.712,-1.188,-0.897
-7.585,12.646,-4.981,-0.292,1.270,0.805
-4.415,9.907,-0.437,-0.093,2.758,1.274
-1.523,7.551,5.788,-0.464,3.280,0.864
1.097,8.466,5.831,0.103,2.214,0.516
1.446,6.225,11.663,-0.725,1.256,0.478
1.781,5.669,10.964,0.617,-1.497,-0.609
-1.231,7.436,5.199,-0.733,-3.389,-1.194
-4.851,9.299,7.890,-0.387,-3.122,-1.341
-8.102,11.095,-0.169,0.306,-2.715,-1.587
-7.676,12.862,-2.783,-0.622,-1.373,-0.276
-8.054,12.598,-1.792,0.208,0.966,0.573
-4.788,9.175,0.684,1.579,4.442,1.736
