accX,accY,accZ,gyroX,gyroY,gyroZ
2.533,3.424,11.347,-0.021,0.161,-0.964
2.375,1.700,11.448,0.436,-0.186,-2.074
-0.737,-1.686,11.558,0.630,-0.819,-3.344
-2.696,-2.830,10.687,1.375,-1.120,-3.013
-6.302,-2.777,8.958,-0.113,-0.248,-1.169
-3.309,-3.203,9.805,-0.175,0.062,2.140
-0.503,-3.558,10.117,-0.790,0.334,3.241
3.970,-1.393,12.717,-2.356,1.148,4.373
5.717,2.476,13.904,-0.210,-0.152,2.175
6.292,3.400,14.010,-0.051,0.567,0.413
6.167,-1.743,11.208,1.437,0.397,-3.396
-1.628,-7.772,9.470,1.502,-1.437,-3.846
-4.468,-5.794,9.983,0.967,-2.840,-1.890
-5.756,-4.132,9.729,-0.678,-0.996,0.687
-2.988,-2.011,13.349,-1.370,0.303,2.674
1.231,-1.939,14.939,-1.185,0.914,3.103
4.990,0.350,13.569,0.513,1.058,2.616
3.606,2.873,8.182,2.107,0.445,-0.621
0.661,-0.541,10.471,0.405,-0.215,-1.956
1.025,-6.268,8.498,0.198,0.241,-1.580
-1.417,-5.401,6.669,0.025,-0.457,1.181
0.565,-2.035,13.042,-2.083,-1.305,1.904
-1.365,5.128,16.978,-1.504,-0.822,1.084
-0.546,2.528,14.053,1.979,0.989,-0.116
0.560,0.895,7.157,2.593,0.310,0.304
4.879,-7.116,6.904,1.081,0.096,0.184
0.168,-7.882,9.983,0.228,-0.418,-0.909
0.498,-2.835,9.786,-0.428,0.249,1.320
-3.314,5.286,14.019,-2.171,0.052,1.147
1.120,6.483,17.922,-1.017,-0.454,1.295
