accX,accY,accZ,gyroX,gyroY,gyroZ
-5.847,9.965,6.047,0.846,1.810,1.693
-4.616,8.964,5.692,0.395,0.721,1.896
-0.244,6.009,7.220,0.835,2.282,1.672
4.683,2.729,10.706,0.452,1.920,1.570
2.964,4.008,9.499,-0.046,-1.096,-0.243
0.819,5.559,7.928,-0.714,-2.581,-1.296
-2.356,6.407,8.283,-0.960,-1.878,-1.268
-6.124,9.859,7.066,-0.811,-2.173,-1.964
-7.494,12.340,2.642,0.239,0.227,0.423
-6.637,9.146,6.573,-0.092,1.278,1.440
-3.184,5.583,8.503,0.544,2.904,2.702
-1.274,5.286,11.793,0.746,2.403,2.043
3.816,2.624,11.668,0.990,2.091,1.714
3.213,2.049,11.869,0.131,-0.957,-0.662
-0.445,3.529,9.633,-0.322,-2.332,-2.192
-4.041,5.837,9.576,-0.197,-2.529,-2.563
-9.515,9.021,8.915,0.213,-2.688,-2.949
-9.007,14.059,2.269,0.631,-1.851,-1.792
-4.195,11.066,2.652,-0.175,-0.241,0.157
-2.466,7.796,3.777,0.980,1.985,0.594
-8.830,6.483,5.999,0.768,2.259,0.349
-4.693,4.539,10.174,-0.408,1.793,1.502
-1.288,3.673,14.699,0.748,0.426,0.809
-1.781,6.134,10.141,0.305,-1.263,-0.402
1.231,10.908,2.489,1.250,-2.121,-0.572
2.069,10.932,-3.688,1.110,-1.120,0.279
3.563,9.093,-4.426,0.240,0.406,0.462
-0.196,8.763,0.305,-1.474,0.147,-0.746
-2.883,6.321,8.709,-1.059,0.839,-0.803
-6.436,6.220,14.838,-1.002,0.399,-0.240
