accX,accY,accZ,gyroX,gyroY,gyroZ
0.259,3.864,11.821,-0.170,0.079,0.379
0.541,4.554,11.271,0.550,-0.273,-0.586
-0.445,0.158,9.365,0.588,-0.481,-1.432
-1.475,-1.518,8.422,1.092,-1.033,-0.845
-0.139,-4.702,10.543,-0.919,-0.752,-0.671
-0.809,-2.500,9.216,-0.329,0.655,2.020
-0.091,0.919,8.896,-0.247,0.094,2.309
4.448,6.005,15.738,-1.970,0.559,2.247
3.237,3.716,14.283,2.715,-1.140,-1.157
-0.144,3.041,8.283,1.884,-0.896,-1.933
0.211,-2.691,8.417,0.667,0.650,-1.302
-2.428,-6.728,9.485,0.381,-0.156,-0.844
-0.670,-3.505,8.517,0.115,0.460,1.123
1.092,3.788,12.362,-1.577,0.344,2.339
2.528,7.599,16.567,-0.653,-0.277,0.734
-0.407,4.080,11.539,1.452,-0.712,-0.990
-0.431,0.139,10.418,0.304,-0.932,-1.429
2.749,-4.985,9.341,-0.537,-0.121,-0.950
-0.311,-4.156,7.948,0.103,0.658,0.586
-0.608,-1.312,9.346,-0.119,0.108,0.898
-1.580,3.845,14.067,-1.929,1.205,1.619
1.298,7.221,14.364,0.177,-0.262,0.162
-1.848,4.741,11.309,1.083,-0.716,-1.358
-2.547,0.182,12.631,-0.197,-0.916,-1.954
3.060,-3.223,8.795,1.568,-0.031,-0.281
-0.268,-6.349,10.940,0.032,0.124,-0.491
-0.512,-2.988,9.212,-0.345,0.557,0.943
-0.369,1.470,9.489,-0.668,0.666,1.369
-0.833,5.478,12.621,-1.137,0.215,0.550
1.441,5.100,11.491,-0.056,-0.374,0.362
