accX,accY,accZ,gyroX,gyroY,gyroZ
-0.230,10.214,-1.371,0.084,3.104,0.430
-1.499,9.706,0.372,0.591,1.854,-0.075
-5.157,8.624,6.415,-0.656,1.391,-0.064
-3.864,9.471,6.889,-0.126,0.625,0.249
-1.949,9.127,7.052,0.278,-0.536,0.730
0.158,8.045,0.291,1.353,-2.104,0.578
1.920,9.060,-6.609,0.452,-2.621,0.314
2.840,9.443,-10.042,0.233,0.390,0.082
2.030,7.786,-2.161,0.117,1.854,-1.066
-1.657,9.720,-4.751,0.370,0.864,-1.531
-5.100,9.203,3.581,-0.938,1.659,-0.930
-10.075,11.885,9.231,0.221,0.052,0.455
-5.899,10.405,5.405,0.167,-1.048,1.260
0.172,8.370,-2.879,0.287,-2.304,1.168
3.529,9.203,-8.845,0.242,-1.250,0.435
5.282,8.844,-9.147,0.279,0.187,0.059
1.781,8.657,-3.899,0.194,2.207,-0.738
-0.824,8.313,-0.097,-0.162,1.839,-0.950
-4.156,8.643,3.695,-0.042,2.104,-0.838
-7.298,11.468,6.305,-0.268,-0.397,0.125
-3.347,8.408,4.471,-0.150,-1.179,0.673
-2.907,9.855,1.129,0.793,0.100,0.047
5.272,9.826,-6.590,0.681,-1.415,0.966
9.687,6.282,-8.141,-0.230,1.280,-0.363
3.232,7.240,-3.976,-0.646,1.076,-1.058
-3.323,7.863,2.427,-1.034,-0.330,-1.507
-9.007,10.300,6.578,-0.120,0.466,-0.862
-6.388,10.429,8.019,-0.145,-0.713,0.409
-2.193,8.926,3.983,0.163,-1.813,0.827
0.517,9.074,-1.725,1.551,-0.288,0.490
