accX,accY,accZ,gyroX,gyroY,gyroZ
-9.811,4.386,9.571,0.905,-0.504,-1.470
-9.629,2.332,10.107,-0.640,-1.600,2.352
-0.795,-4.132,8.656,0.328,-0.279,4.022
5.813,-5.306,10.313,-0.146,0.658,2.518
7.824,-5.660,10.275,0.143,0.267,0.813
5.306,-3.764,9.173,-0.101,-0.152,-2.247
-0.991,-3.361,9.384,-0.836,-0.156,-3.308
-5.703,-2.514,11.371,-0.691,-0.010,-3.306
-10.539,1.365,13.253,-0.257,-0.119,-1.262
-8.174,1.255,10.294,0.389,-0.479,0.200
-4.223,-1.997,8.987,0.352,-0.489,2.398
0.919,-4.204,9.719,0.236,-0.013,3.323
6.694,-7.542,11.659,0.339,0.875,3.418
8.595,-7.005,10.672,0.536,0.362,-0.078
1.154,-4.334,10.002,0.738,0.409,-2.517
-3.788,-2.021,10.481,-0.052,-0.236,-3.470
-7.135,-1.676,9.269,-0.299,0.236,-3.303
-10.381,2.571,8.556,0.216,-0.227,-0.919
-9.103,0.527,10.940,-0.310,-0.285,0.354
-4.894,-1.513,9.264,0.575,0.643,3.031
-0.781,-3.472,12.650,-0.957,0.315,3.118
6.579,-5.684,14.642,0.329,-0.503,1.952
7.618,-4.233,9.647,0.417,-1.019,0.030
2.806,-1.872,7.981,0.365,-0.387,-1.927
-0.498,-4.860,11.625,-1.041,-0.600,-3.551
-6.665,-2.662,11.338,-1.007,-0.561,-3.711
-10.353,1.307,13.047,0.476,-0.054,-0.828
-7.216,-0.546,9.494,0.836,0.088,2.076
-5.698,-0.536,8.431,0.536,0.060,2.632
2.916,-5.794,11.845,-0.533,0.660,3.623
