accX,accY,accZ,gyroX,gyroY,gyroZ
0.905,4.669,10.878,0.334,-0.519,-0.719
1.738,4.022,11.601,0.301,-0.426,-1.737
0.517,0.029,11.529,1.376,-0.816,-3.127
-2.658,-2.835,9.470,1.190,-2.199,-3.286
-5.617,-2.385,9.068,0.784,-0.960,-1.295
-4.008,-2.255,10.174,-0.663,-0.033,1.677
0.350,-2.365,10.687,-0.914,0.342,3.046
5.215,-1.566,12.003,-1.309,0.937,4.811
8.159,3.184,13.698,-1.236,1.206,2.001
7.877,4.238,13.665,0.229,0.462,0.211
4.199,0.666,10.423,1.184,-0.291,-3.227
-0.412,-3.409,11.960,1.343,-1.003,-4.066
-3.194,-3.778,11.826,2.203,-1.362,-3.986
-7.580,-4.300,8.958,-0.347,0.258,-1.083
-4.444,-3.400,9.825,0.215,-0.061,2.373
0.239,-3.601,10.672,-0.885,0.395,3.832
6.230,-0.728,13.162,-2.050,1.430,4.688
8.092,4.520,14.455,-1.452,0.888,3.399
6.321,2.643,13.124,0.781,0.051,-1.566
1.705,-2.523,10.706,1.248,0.067,-3.964
-2.452,-4.314,10.801,1.327,-0.464,-3.952
-5.511,-3.725,9.379,1.703,-1.587,-2.303
-6.105,-3.543,9.116,0.131,0.168,1.206
-2.682,-3.663,10.227,-0.450,0.218,2.663
2.528,-2.528,11.228,-1.758,1.149,4.402
8.164,2.816,15.049,-1.225,0.026,3.267
9.634,4.477,14.460,0.191,-0.209,0.947
5.291,0.508,10.734,1.530,0.069,-2.949
0.340,-3.682,10.394,1.237,-0.785,-4.381
-3.256,-4.884,9.580,1.614,-1.570,-4.112
