accX,accY,accZ,gyroX,gyroY,gyroZ
-8.452,7.901,1.478,-0.065,0.238,1.311
-9.050,8.432,4.414,-0.282,2.001,1.140
-1.609,10.271,7.612,-0.190,2.732,1.312
7.039,9.548,6.214,0.457,2.530,1.149
9.021,7.326,1.703,0.758,0.179,0.377
6.134,7.503,2.656,-0.387,-2.289,-0.077
3.486,8.945,7.430,-0.732,-2.963,-0.793
-2.768,9.821,9.829,-0.937,-3.609,-1.652
-7.029,10.242,9.178,-0.534,-3.761,-0.812
-10.362,8.959,4.246,0.466,-1.051,-0.053
-5.914,8.523,4.926,0.179,1.388,1.578
-2.907,8.495,7.330,0.386,3.082,1.098
2.399,11.262,7.928,0.332,3.943,0.189
9.835,8.021,6.554,0.966,2.217,1.093
9.883,6.182,2.053,1.156,1.153,0.046
6.900,6.311,2.077,-0.119,-1.556,-0.869
1.599,8.571,5.079,-0.634,-3.102,-0.901
-2.413,10.228,7.129,-0.820,-2.988,-0.967
-10.898,10.405,4.644,0.126,-1.808,-0.702
-10.338,8.667,2.383,-0.095,1.104,1.658
-2.964,7.805,5.793,-0.029,2.512,1.236
1.997,10.118,7.502,-0.059,3.182,0.697
7.580,9.318,6.358,0.184,2.893,0.904
10.104,7.551,3.485,0.594,0.450,0.187
6.527,6.632,3.523,-0.287,-2.352,-0.275
4.985,6.627,7.086,-0.688,-3.182,-0.914
-4.367,9.625,9.805,-1.075,-3.886,-1.506
-13.877,11.899,7.517,-0.068,-2.358,-1.647
-10.817,9.538,3.782,0.601,0.448,0.773
-4.310,8.006,5.678,0.471,2.811,1.005
