accX,accY,accZ,gyroX,gyroY,gyroZ
-1.992,5.397,10.447,0.445,-0.865,-0.476
-1.326,4.793,7.210,0.011,-1.976,-0.466
-4.798,-1.537,9.786,-0.124,0.279,0.203
-2.691,-3.045,8.340,-0.042,-0.414,-0.074
-0.225,-2.581,10.327,-1.760,-0.713,-0.877
1.595,2.303,10.370,-1.097,-0.489,-0.330
2.859,3.816,10.596,-0.778,-0.408,-0.117
1.714,4.305,12.544,-0.110,0.289,0.149
1.427,3.285,11.007,1.784,0.110,0.215
-1.408,1.393,7.368,0.244,-0.931,-0.642
-4.463,-6.713,9.920,-0.615,1.338,1.169
-2.911,-7.858,10.347,-0.006,-0.948,-0.635
-1.915,-5.564,10.687,0.194,-0.202,-0.478
-0.819,1.259,9.236,0.544,0.055,-0.494
0.962,4.353,14.484,-1.625,-0.329,0.760
2.677,6.177,10.284,-0.180,-0.706,0.981
2.691,4.535,11.094,1.282,0.299,0.285
0.579,1.743,12.104,1.627,1.252,0.690
-1.877,-5.756,10.629,-1.001,-1.515,1.001
-1.930,-10.175,10.591,-1.813,-0.027,1.115
-2.188,-9.878,9.231,-0.582,-0.268,-0.114
-2.782,0.838,7.028,1.261,-0.160,-2.012
-0.996,4.458,10.126,-0.456,0.587,-0.133
1.106,4.487,13.679,-1.112,-0.035,0.212
3.338,1.556,15.154,0.447,-0.050,1.258
2.691,3.764,8.967,1.544,-0.509,-0.127
-2.188,-1.130,4.074,1.830,0.311,-0.477
-2.744,-9.821,11.117,-0.836,1.282,1.953
-4.171,-4.894,7.651,1.164,-0.982,-1.700
-1.571,-2.207,8.905,-0.206,-0.537,-0.745
