accX,accY,accZ,gyroX,gyroY,gyroZ
-2.260,0.153,11.390,-1.716,-3.766,-2.211
-1.939,-0.814,7.900,0.247,1.844,-0.997
3.074,-2.121,8.599,-0.264,-1.499,0.642
1.633,-1.853,10.107,-1.260,0.506,-0.157
1.192,-1.700,12.181,-0.117,-0.183,-0.327
7.954,-6.148,33.939,2.153,-0.134,-1.169
-0.038,-0.110,0.300,2.988,2.657,-0.058
-0.081,-0.134,0.607,2.872,2.833,0.565
-0.148,-0.139,0.674,2.495,3.008,1.144
-0.220,-0.096,0.655,2.184,3.030,1.402
-8.638,17.870,-0.949,-5.549,-4.184,0.911
-4.180,1.882,-22.612,-11.584,3.156,5.637
0.124,0.235,11.156,-0.786,-3.165,-1.824
-0.057,0.139,10.749,0.003,-0.002,-0.010
-0.153,0.196,10.361,0.012,-0.020,-0.014
-0.115,0.182,10.370,0.010,-0.019,-0.017
-0.139,0.172,10.361,0.009,-0.022,-0.007
-0.148,0.139,10.342,0.014,-0.022,-0.006
-0.144,0.163,10.323,0.012,-0.015,-0.019
-0.134,0.148,10.337,0.011,-0.023,-0.009
-0.144,0.172,10.318,0.016,-0.013,-0.007
-0.153,0.177,10.327,0.023,-0.028,-0.007
-0.134,0.144,10.289,0.014,-0.026,-0.014
-0.139,0.153,10.323,0.017,-0.021,-0.014
-0.120,0.187,10.337,0.013,-0.016,-0.009
-0.110,0.182,10.342,0.009,-0.017,-0.018
-0.105,0.158,10.294,0.011,-0.031,-0.011
-0.129,0.172,10.327,0.017,-0.032,-0.010
-0.153,0.158,10.347,0.016,-0.028,-0.016
-0.177,0.129,10.332,0.015,-0.020,-0.006
