accX,accY,accZ,gyroX,gyroY,gyroZ
-3.203,1.264,9.125,-0.448,-1.313,-1.761
-1.614,0.800,10.744,-1.733,-1.659,-1.669
-2.394,1.006,9.030,1.797,-1.695,-1.172
1.590,-2.188,11.874,-2.328,-1.212,-0.255
0.397,-1.279,12.803,-0.957,-0.807,0.178
1.001,-2.260,19.253,-0.407,-1.021,-0.246
0.062,-3.836,28.547,0.973,0.115,0.031
-0.144,-0.263,0.468,2.027,-0.368,-1.414
-0.153,-0.249,0.602,1.844,-0.681,-1.486
-0.177,-0.244,0.655,1.726,-0.805,-1.537
-0.254,-0.187,0.669,1.394,-1.009,-1.638
4.252,-0.373,4.763,-0.522,3.657,1.217
-1.575,-0.254,15.753,0.224,-0.333,-0.014
-0.215,0.249,10.390,0.026,-0.020,-0.007
-0.263,0.239,10.370,0.020,-0.022,-0.011
-0.263,0.206,10.380,0.010,-0.029,0.004
-0.297,0.177,10.280,0.011,-0.021,-0.012
-0.278,0.158,10.289,0.004,-0.018,-0.009
-0.297,0.201,10.385,0.007,-0.022,-0.013
-0.254,0.177,10.366,0.013,-0.015,-0.009
-0.254,0.172,10.318,0.013,-0.034,-0.005
-0.287,0.239,10.318,0.029,-0.021,-0.014
-0.239,0.230,10.380,0.005,-0.017,-0.012
-0.259,0.192,10.318,0.013,-0.022,-0.017
-0.249,0.187,10.385,0.009,-0.021,-0.029
-0.297,0.182,10.351,0.001,-0.013,-0.018
-0.259,0.206,10.351,0.014,-0.005,-0.010
-0.249,0.182,10.342,0.025,-0.022,-0.016
-0.259,0.235,10.351,0.016,-0.028,-0.016
-0.249,0.211,10.318,0.025,-0.027,-0.017
