accX,accY,accZ,gyroX,gyroY,gyroZ
-3.534,2.097,9.480,0.015,-0.015,-0.021
0.101,-1.216,10.126,-1.564,-0.572,0.244
1.542,-3.017,10.308,-0.929,-0.553,0.430
0.862,-2.298,11.453,-0.369,-0.206,-0.169
-3.342,-6.225,31.559,-1.017,-0.712,-0.010
-0.244,-0.670,0.463,2.252,0.292,0.446
-0.215,-0.632,0.593,3.571,-1.089,0.326
-0.211,-0.584,0.626,3.556,-1.044,0.055
-0.201,-0.551,0.578,3.514,-1.055,-0.038
3.529,9.079,0.095,-3.381,5.082,-0.043
0.804,-6.895,1.905,-10.689,-1.656,-2.886
-0.493,0.244,11.572,0.737,0.945,0.010
-0.263,0.110,10.074,0.001,-0.007,-0.012
-0.177,0.077,10.356,0.021,-0.018,-0.021
-0.182,0.081,10.380,0.026,-0.020,-0.021
-0.201,0.105,10.337,0.002,-0.021,-0.010
-0.139,0.153,10.390,0.021,-0.019,-0.015
-0.168,0.129,10.351,0.021,-0.020,-0.019
-0.163,0.110,10.380,0.025,-0.013,-0.004
-0.163,0.148,10.423,0.014,-0.022,-0.010
-0.215,0.129,10.356,0.013,-0.025,-0.016
-0.168,0.101,10.347,0.032,-0.029,-0.018
-0.177,0.124,10.351,0.018,-0.020,-0.012
-0.158,0.139,10.327,0.019,-0.021,-0.016
-0.163,0.144,10.366,0.012,-0.004,-0.013
-0.187,0.096,10.351,0.005,-0.016,-0.007
-0.182,0.172,10.356,0.026,-0.018,-0.017
-0.134,0.163,10.347,0.031,-0.025,-0.011
-0.187,0.144,10.452,0.019,-0.018,-0.011
-0.206,0.177,10.313,0.009,-0.009,-0.009
