accX,accY,accZ,gyroX,gyroY,gyroZ
-0.144,-0.168,10.356,0.034,-0.029,-0.016
-2.720,1.489,9.427,0.055,-2.548,-1.159
-1.159,0.532,8.441,-0.984,-1.719,0.178
0.939,-0.728,9.097,-2.493,-0.007,0.644
1.518,-1.978,9.748,-0.615,-0.473,0.098
2.251,-1.848,17.773,-0.463,-0.383,-0.354
0.670,-0.948,1.488,2.334,-0.337,-0.196
-0.163,-0.239,0.636,2.329,-0.346,-0.225
-0.129,-0.215,0.602,2.337,-0.394,-0.256
-0.129,-0.249,0.617,2.272,-0.372,-0.307
-39.227,-39.227,39.225,-5.534,-30.527,0.234
0.029,2.418,-7.198,0.496,3.993,2.109
-0.048,0.268,10.246,-0.015,0.009,-0.010
-0.144,0.182,10.370,0.005,-0.031,-0.010
-0.206,0.177,10.466,-0.004,-0.035,-0.020
-0.105,0.168,10.323,0.014,-0.022,-0.013
-0.072,0.120,10.294,0.009,-0.021,-0.009
-0.096,0.158,10.327,0.017,-0.023,-0.010
-0.101,0.144,10.332,0.003,-0.014,-0.004
-0.124,0.153,10.332,0.026,-0.028,-0.011
-0.110,0.124,10.351,0.012,-0.032,-0.004
-0.153,0.096,10.318,0.015,-0.015,-0.009
-0.105,0.139,10.327,0.026,-0.028,-0.009
-0.110,0.101,10.318,0.009,-0.018,-0.019
-0.096,0.139,10.385,0.012,-0.020,-0.021
-0.120,0.110,10.347,0.013,-0.021,0.002
-0.153,0.105,10.351,0.017,-0.010,-0.018
-0.101,0.129,10.366,0.016,-0.018,-0.007
-0.110,0.168,10.332,0.013,-0.012,-0.009
-0.096,0.139,10.294,0.017,-0.027,-0.012
