accX,accY,accZ,gyroX,gyroY,gyroZ
1.820,4.918,8.819,-0.016,-0.017,-0.015
-2.562,0.383,10.485,-1.225,0.088,0.739
-1.671,-0.259,7.790,0.091,-1.891,-0.745
0.412,-1.159,10.586,-1.230,-0.996,-0.215
1.073,-1.025,12.664,-1.074,0.288,-0.052
2.662,-1.915,28.442,0.051,-3.111,-1.907
-0.091,-0.110,0.439,2.559,1.535,0.042
-0.134,-0.139,0.578,2.500,1.505,0.187
-0.134,-0.101,0.621,2.376,1.478,0.463
-0.129,-0.062,0.698,2.067,1.497,0.723
0.067,-8.456,-7.236,-16.851,-11.297,5.615
-0.809,-13.843,9.844,1.948,2.480,0.017
0.077,-0.737,10.117,0.777,0.031,0.011
-0.010,-0.369,9.619,-0.297,-0.068,-0.019
0.086,-0.532,10.069,0.005,-0.018,-0.007
0.053,-0.589,10.466,0.005,-0.021,-0.016
0.072,-0.555,10.332,0.013,-0.012,-0.003
0.043,-0.589,10.308,0.020,-0.015,-0.015
0.048,-0.570,10.327,0.015,-0.026,-0.015
0.081,-0.555,10.303,0.006,-0.026,-0.021
0.067,-0.599,10.356,0.011,-0.021,-0.006
0.038,-0.594,10.318,-0.007,-0.023,-0.016
0.038,-0.618,10.342,0.011,-0.020,-0.017
0.057,-0.570,10.308,0.019,-0.023,-0.015
0.091,-0.565,10.299,0.020,-0.029,0.000
0.091,-0.632,10.327,0.013,-0.022,-0.021
0.038,-0.589,10.414,0.034,-0.023,-0.007
0.062,-0.575,10.294,0.027,-0.021,-0.004
0.024,-0.603,10.375,0.025,-0.028,-0.012
0.081,-0.594,10.318,0.039,-0.025,-0.010
