accX,accY,accZ,gyroX,gyroY,gyroZ
0.072,0.306,10.390,-0.082,-0.145,0.006
-0.010,0.187,10.208,0.026,-0.074,-0.013
-0.168,0.661,11.208,-0.018,-0.818,0.011
3.773,-1.116,15.183,0.084,-2.272,0.619
6.033,0.699,6.305,-0.161,-1.858,0.159
7.479,0.057,6.703,0.862,2.305,-1.038
-0.637,0.086,10.189,-1.455,4.488,-1.953
0.704,-0.306,11.592,-0.413,2.477,1.684
-1.183,0.014,8.647,1.081,0.072,-1.463
-3.524,2.121,10.687,-0.079,-0.142,-0.565
-1.044,1.604,7.885,0.192,-1.908,-0.217
1.116,-0.656,7.655,-2.087,-0.997,-0.491
0.871,-1.484,20.943,-2.651,-1.051,-0.859
2.361,-3.577,11.127,2.709,2.307,1.021
-0.359,-0.235,0.621,1.351,3.480,2.540
-0.393,-0.297,0.746,0.751,3.578,2.664
-5.468,-0.283,1.699,-0.441,3.188,2.663
-0.670,1.216,1.761,-2.389,-2.180,2.000
0.038,-0.101,10.955,-0.042,-0.414,-0.002
-0.062,-0.024,10.260,0.020,0.004,-0.014
-0.077,-0.057,10.366,0.004,-0.017,0.002
-0.105,-0.053,10.347,0.004,-0.018,-0.011
-0.101,-0.038,10.313,0.001,-0.029,-0.018
-0.096,-0.029,10.356,0.002,-0.004,-0.004
-0.048,-0.038,10.347,0.001,-0.010,-0.016
-0.062,-0.034,10.380,0.007,-0.010,-0.009
-0.014,-0.096,10.347,0.015,-0.035,-0.005
-0.177,-0.105,10.323,0.020,-0.084,-0.029
-0.096,-0.086,10.356,0.032,-0.031,-0.007
-0.077,-0.105,10.370,0.020,-0.016,0.007
