accX,accY,accZ,gyroX,gyroY,gyroZ
-0.306,-0.014,10.031,-0.193,1.709,0.016
-0.311,-0.168,9.892,-0.100,0.396,-0.546
-1.834,-0.852,10.485,-0.110,-0.821,-1.014
0.034,-0.690,10.979,-0.403,0.654,-0.493
0.460,-1.374,18.650,-0.934,0.797,-0.541
-0.613,-7.939,14.929,5.343,-3.266,-0.515
-0.417,-1.537,0.521,5.282,-2.350,-0.670
-0.474,-1.547,0.583,5.127,-2.648,-1.162
-0.675,-1.465,0.554,4.364,-3.701,-2.294
-1.039,7.240,1.239,1.236,-0.457,-0.646
1.935,8.078,1.268,5.449,-0.144,1.436
-3.759,-1.001,-7.126,-3.363,2.857,-0.772
0.536,3.285,-9.760,0.674,0.233,-0.483
1.858,2.121,-8.572,-0.063,0.475,-0.305
2.557,2.820,-8.333,-0.219,0.241,-0.052
2.169,3.012,-8.343,0.111,-0.075,-0.078
2.236,2.868,-8.596,-0.023,0.062,-0.093
2.337,2.835,-8.453,0.012,0.077,-0.102
2.188,2.782,-8.486,0.084,-0.021,-0.083
2.169,2.782,-8.572,0.037,0.023,-0.068
2.308,2.768,-8.501,0.013,-0.001,-0.033
2.251,2.648,-8.539,0.037,0.003,-0.050
2.236,2.672,-8.481,0.027,0.011,-0.034
2.313,2.763,-8.572,0.023,0.023,-0.033
2.337,2.749,-8.563,0.001,-0.016,-0.032
2.231,2.696,-8.438,0.084,0.034,-0.044
2.619,2.667,-8.855,0.310,0.845,0.125
2.006,2.710,-8.089,0.004,-0.434,-0.035
2.557,2.538,-8.453,0.103,0.150,-0.061
2.816,2.715,-8.242,-0.059,0.080,-0.037
