accX,accY,accZ,gyroX,gyroY,gyroZ
-3.160,-2.002,9.906,0.017,-0.026,-0.009
-0.642,-0.029,8.752,-0.026,-1.581,-0.946
-0.005,-1.192,9.374,-1.813,0.623,0.095
-0.172,-2.308,11.252,-0.439,-0.565,-0.323
-1.695,-5.478,31.870,-0.816,-1.275,-0.817
-0.297,-0.512,0.439,2.074,2.695,3.279
-0.369,-0.517,0.597,1.439,3.029,3.458
-0.479,-0.613,0.684,-0.049,3.117,3.584
-0.484,-0.685,0.741,-0.800,2.853,3.516
0.340,-6.086,2.570,-10.265,-13.451,-6.846
-1.700,-0.402,19.928,0.072,0.408,0.012
-0.014,-0.053,10.016,-0.013,0.032,-0.013
-0.029,-0.053,10.418,0.019,-0.022,-0.023
0.000,-0.105,10.390,0.020,-0.022,-0.015
-0.019,-0.081,10.366,0.018,-0.026,-0.007
0.010,-0.081,10.347,0.023,-0.034,-0.011
-0.024,-0.081,10.327,0.020,-0.020,-0.013
-0.019,-0.077,10.303,0.020,-0.011,-0.015
-0.034,-0.086,10.337,0.011,-0.016,-0.006
-0.043,-0.129,10.380,0.006,-0.032,-0.010
-0.034,-0.081,10.337,0.014,-0.022,-0.009
-0.043,-0.086,10.356,0.006,-0.025,-0.006
-0.010,-0.081,10.366,0.012,-0.033,-0.010
-0.029,-0.139,10.337,0.013,-0.020,-0.003
-0.029,-0.062,10.370,0.023,-0.030,-0.018
-0.014,-0.134,10.337,0.020,-0.017,-0.017
-0.014,-0.091,10.299,0.020,-0.016,0.004
0.005,-0.091,10.351,0.025,-0.027,-0.015
-0.005,-0.120,10.323,0.003,-0.032,-0.006
0.010,-0.057,10.332,0.012,-0.023,-0.012
