accX,accY,accZ,gyroX,gyroY,gyroZ
-3.141,1.317,8.867,0.017,-0.014,-0.012
0.575,-0.881,9.379,-1.546,-2.175,0.392
0.929,-1.053,11.285,-0.871,-0.321,-0.600
0.575,-0.982,11.094,0.261,-0.566,-0.309
1.585,0.814,27.886,-0.409,0.238,0.015
-0.077,-0.115,0.344,2.564,0.355,-0.013
-0.120,-0.096,0.564,2.058,0.935,0.489
-0.120,-0.067,0.664,1.899,1.032,0.646
-0.129,-0.086,0.688,1.780,1.105,0.729
-0.278,-0.163,0.894,1.557,0.633,-1.497
-0.206,0.508,9.796,-0.377,-0.423,-0.019
-0.086,0.105,10.394,0.005,-0.011,-0.009
-0.034,0.091,10.351,0.007,-0.028,-0.005
-0.077,0.101,10.303,0.017,-0.020,-0.005
-0.086,0.120,10.303,0.019,-0.019,-0.016
-0.038,0.120,10.361,0.003,-0.027,-0.010
-0.043,0.115,10.342,0.019,-0.015,-0.007
-0.077,0.134,10.361,0.020,-0.017,-0.012
-0.081,0.105,10.275,0.007,-0.019,-0.009
-0.053,0.129,10.323,0.007,-0.014,-0.021
-0.077,0.144,10.323,0.016,-0.019,-0.015
-0.096,0.120,10.327,0.027,-0.020,-0.021
-0.067,0.158,10.385,0.010,-0.029,0.001
-0.105,0.124,10.327,0.025,-0.026,-0.005
-0.086,0.139,10.270,0.017,-0.011,-0.017
-0.077,0.134,10.356,0.018,-0.019,-0.007
-0.115,0.134,10.342,0.020,-0.025,-0.015
-0.153,0.144,10.294,0.007,-0.016,-0.014
-0.335,0.153,10.471,0.012,-0.020,-0.011
0.283,0.163,10.136,0.010,-0.149,-0.016
