accX,accY,accZ,gyroX,gyroY,gyroZ
-0.124,0.201,10.361,0.033,-0.030,-0.023
-3.223,-0.421,12.094,-0.087,-0.607,-0.534
-1.350,-2.902,6.281,-0.026,-2.416,0.039
0.527,-2.796,10.672,-0.655,-0.729,0.083
-0.201,-3.170,10.797,-0.276,-0.651,-0.574
-2.428,-5.181,16.131,0.630,0.126,-0.011
-0.445,-2.562,11.165,-1.288,0.158,0.010
1.149,-2.456,3.581,4.184,3.755,1.855
-0.268,-0.517,0.559,3.416,4.211,2.923
-0.618,-0.541,0.669,1.351,5.018,3.742
-0.814,-0.814,0.569,-1.157,4.866,3.696
-13.992,29.190,2.714,-3.176,-2.036,0.798
-4.381,14.121,-3.296,-6.806,-6.445,2.936
-3.299,1.537,0.382,-1.455,1.186,-0.833
0.101,-0.101,10.624,-0.015,0.435,-0.017
-0.024,-0.048,10.418,0.013,-0.017,-0.022
-0.096,-0.062,10.361,0.010,-0.017,-0.006
-0.081,-0.038,10.332,0.007,-0.011,-0.022
-0.086,-0.086,10.337,0.016,-0.025,-0.010
-0.072,-0.014,10.356,0.012,-0.012,-0.020
-0.077,-0.072,10.327,0.012,-0.018,-0.003
-0.086,-0.077,10.356,-0.004,-0.009,-0.018
-0.091,-0.034,10.380,0.003,-0.029,-0.006
-0.077,-0.086,10.370,0.016,-0.028,-0.022
-0.091,-0.048,10.370,0.014,-0.019,-0.014
-0.110,-0.081,10.356,0.019,-0.023,-0.005
-0.091,-0.062,10.260,0.006,-0.009,-0.005
-0.081,-0.034,10.327,0.013,-0.020,-0.020
-0.086,-0.072,10.337,0.020,-0.013,-0.015
-0.115,-0.057,10.313,0.006,-0.018,-0.016
