accX,accY,accZ,gyroX,gyroY,gyroZ
0.790,0.053,11.793,-0.466,-0.203,0.224
-1.269,-0.804,9.394,-0.936,0.049,0.156
-0.273,-1.288,10.169,0.391,0.618,0.276
-1.417,0.397,10.011,0.921,1.121,-0.001
-3.098,1.647,24.022,0.468,1.325,-0.034
-7.762,1.120,15.264,-0.501,-11.215,0.117
-2.447,-0.134,0.832,0.185,-12.035,-0.811
-2.279,0.101,0.722,-0.401,-12.091,-0.904
-2.040,0.306,0.660,-1.168,-11.886,-0.378
-2.107,0.268,1.100,-0.959,-12.046,0.432
1.714,0.546,20.254,0.770,5.131,0.363
1.834,-1.666,9.499,0.239,0.110,-0.159
0.546,0.373,9.940,-0.255,-0.552,-0.379
0.895,-0.776,9.322,0.243,0.522,-0.391
0.747,0.000,9.389,0.226,-0.003,-0.265
0.287,-0.091,10.552,-0.068,0.194,-0.113
1.082,-0.220,10.433,-0.213,-0.053,0.019
0.608,-0.244,10.342,0.144,0.047,0.034
0.316,-0.172,10.538,0.020,-0.054,0.014
0.579,-0.172,10.193,0.039,-0.100,-0.004
0.675,-0.278,10.145,0.020,-0.049,-0.051
0.565,-0.081,10.414,-0.003,-0.048,-0.029
0.565,-0.249,10.222,-0.011,-0.027,-0.031
0.804,-0.306,10.418,-0.039,-0.074,-0.011
0.699,-0.268,10.327,0.022,0.007,-0.014
0.642,-0.268,10.423,-0.010,0.096,0.003
0.546,-0.369,10.394,0.050,0.018,-0.015
0.618,-0.345,10.217,0.034,0.010,0.002
0.364,-0.287,11.185,-0.074,0.198,-0.010
0.369,-0.297,10.562,0.003,-0.035,-0.018
