accX,accY,accZ,gyroX,gyroY,gyroZ
-1.039,10.338,0.794,0.011,-0.017,-0.011
-2.538,10.271,2.393,-0.354,0.003,0.278
-1.657,10.889,2.029,0.605,0.061,0.203
-0.709,9.361,2.005,0.038,-0.768,-0.585
-1.944,8.825,1.871,-0.154,-0.403,-0.656
-1.834,8.183,1.148,0.343,0.216,-0.150
-2.069,9.376,1.000,0.147,-0.089,0.130
-1.757,9.500,0.463,0.120,-0.554,0.026
-2.164,9.912,1.076,0.156,-0.149,0.016
-1.853,9.371,0.751,0.062,-0.112,0.241
-2.423,10.285,1.416,-0.017,0.004,0.285
-1.709,7.901,0.636,-0.289,0.729,0.179
-0.182,0.048,0.578,0.625,2.316,-0.118
-0.177,0.077,0.506,0.685,2.347,-0.015
-0.192,0.081,0.540,0.761,2.428,0.092
-0.201,0.129,0.281,1.116,2.619,0.261
-1.513,-23.612,1.076,18.750,2.581,-2.905
0.287,-4.271,-1.567,-0.626,-8.112,1.852
-0.187,0.326,-9.128,-0.011,-0.014,-0.005
-0.010,0.522,-9.272,0.013,-0.027,-0.001
0.000,0.364,-9.238,0.013,-0.026,-0.007
0.091,0.488,-9.161,0.019,-0.017,-0.006
0.072,0.474,-9.176,0.019,-0.015,-0.003
0.024,0.450,-9.262,0.014,-0.027,-0.016
0.029,0.445,-9.209,0.020,-0.023,-0.013
0.034,0.460,-9.190,0.015,-0.014,-0.002
0.019,0.503,-9.219,0.023,-0.016,-0.004
0.038,0.426,-9.252,0.018,-0.031,-0.004
0.000,0.474,-9.205,0.018,-0.020,-0.006
-0.014,0.517,-9.205,0.013,-0.029,-0.013
