accX,accY,accZ,gyroX,gyroY,gyroZ
0.263,-12.641,7.545,-1.139,0.788,-1.319
-0.431,-12.129,9.935,-1.896,0.577,1.928
-1.460,-3.448,5.903,-1.290,0.958,0.632
-1.288,0.359,1.134,-0.967,0.583,0.879
-1.580,1.317,1.454,0.120,0.142,-0.692
1.968,-3.654,5.414,2.612,-1.029,-3.578
8.787,-10.367,14.115,2.141,-3.315,-2.719
8.447,-15.203,14.517,2.877,-1.768,-2.301
7.207,-10.874,13.607,-1.959,1.675,2.376
3.859,-3.395,7.785,-2.621,1.851,3.638
-1.355,0.057,1.996,-2.230,1.846,2.676
-1.480,1.930,-0.341,0.004,-0.033,-0.182
-0.838,-2.212,1.929,1.546,-0.904,-2.779
3.280,-7.408,9.868,2.475,-0.793,-3.137
5.411,-12.306,16.327,2.836,-2.717,-1.858
7.336,-12.546,13.550,-1.279,0.897,0.466
5.617,-10.147,11.601,-1.031,1.501,1.940
2.523,-5.100,7.555,-2.438,1.595,2.915
-0.402,-1.786,3.274,-2.070,1.627,2.106
-2.361,0.685,1.047,-1.536,0.428,-0.332
-1.690,-2.337,0.990,1.199,0.189,-2.324
2.260,-9.069,7.890,2.242,-0.505,-3.200
6.019,-11.009,13.933,2.851,-1.169,-2.551
6.407,-14.346,13.191,0.290,0.137,-0.284
6.531,-12.210,13.459,-1.679,0.521,1.685
3.788,-5.986,9.403,-2.283,1.358,3.051
-0.503,-1.130,3.035,-1.541,1.000,1.864
-2.413,-1.935,-0.265,-1.245,0.813,0.424
-1.767,-1.748,0.128,1.078,-0.671,-1.126
2.279,-6.235,4.993,1.275,-0.281,-3.226
