accX,accY,accZ,gyroX,gyroY,gyroZ
-6.584,10.051,11.338,-3.806,0.469,-3.069
-5.401,9.888,11.960,1.664,0.503,1.335
-2.294,4.492,6.976,3.095,1.174,2.219
2.983,1.705,0.444,2.054,0.376,1.931
4.741,0.852,-2.788,-0.194,-0.611,-0.445
-0.900,2.500,0.985,-3.050,-0.585,-2.369
-4.736,4.506,9.676,-3.696,-0.385,-2.281
-6.661,7.479,12.774,-2.215,-0.126,-1.654
-11.645,11.688,13.770,-1.173,-0.328,-1.107
-8.906,8.619,16.859,0.723,0.251,1.635
-2.188,2.116,9.116,3.015,-0.342,1.808
0.091,2.126,2.676,2.899,-0.682,1.537
3.045,2.251,-5.580,1.266,0.003,0.357
-1.120,0.867,0.138,-1.906,0.593,-1.734
-6.057,2.892,8.206,-2.741,0.467,-2.361
-8.351,8.270,17.385,-2.847,0.180,-1.981
-13.235,13.795,15.461,1.772,0.036,0.622
-5.895,4.233,12.597,3.184,-0.299,2.143
-0.713,1.920,4.768,2.949,-0.516,1.945
2.107,2.792,0.262,1.466,0.005,0.692
0.939,4.506,-0.399,0.487,-0.125,0.113
0.115,5.794,0.669,-1.088,-0.001,-0.664
-2.715,4.032,5.438,-2.708,-0.221,-1.319
-2.950,3.175,9.724,-3.124,-0.028,-1.270
-7.714,4.492,13.727,-2.398,1.435,-1.686
-13.269,9.917,18.765,0.205,0.034,-0.325
-11.066,7.834,16.327,1.497,-0.581,1.440
-4.046,2.667,10.165,3.575,-0.268,2.245
-0.867,2.198,2.867,2.735,-0.031,1.844
2.495,1.815,-1.428,0.507,-0.141,0.280
