accX,accY,accZ,gyroX,gyroY,gyroZ
-0.766,6.258,12.765,1.136,0.483,-0.289
-0.220,4.817,11.390,1.652,-0.328,-0.358
-1.116,4.065,9.844,2.219,0.213,-0.724
0.086,4.204,4.773,2.439,-0.484,-0.680
-0.809,2.116,2.738,1.266,-0.075,-0.397
-1.709,2.294,1.885,-0.170,0.125,0.045
-0.421,4.544,4.040,-1.712,-0.584,0.534
-0.862,4.870,7.512,-1.896,-0.362,0.234
1.384,5.444,12.449,-2.407,-0.345,0.405
-0.848,4.104,15.451,-1.583,-0.238,-0.468
1.470,5.885,17.218,-0.417,-0.531,0.227
0.824,4.879,13.210,1.441,0.740,-0.287
0.795,5.262,9.676,1.954,-0.038,-0.236
0.326,6.191,8.704,1.439,0.047,0.023
0.287,5.962,7.397,1.070,-0.215,-0.448
-0.043,3.965,6.224,1.203,0.637,-0.499
-0.761,2.629,2.599,1.087,-0.144,-0.443
-1.824,2.931,2.618,-0.699,0.110,0.254
-0.718,5.219,5.304,-1.175,-0.609,0.409
0.249,5.708,9.054,-2.144,-0.039,0.313
0.230,4.247,11.252,-2.291,-0.764,0.049
2.030,4.515,14.072,-1.104,-1.066,0.437
1.805,5.559,18.444,-0.099,-0.162,-0.067
0.910,5.401,14.919,1.730,0.684,-0.178
0.330,5.167,12.554,2.301,0.708,-0.218
-0.417,4.065,7.095,1.964,0.344,-0.277
-0.373,2.203,2.254,0.882,0.353,-0.571
-0.632,1.211,1.569,0.469,0.166,-0.334
-1.264,2.926,2.168,-0.965,-0.456,0.580
-0.034,3.735,6.353,-1.844,-0.505,0.284
