accX,accY,accZ,gyroX,gyroY,gyroZ
-2.763,2.878,5.917,-1.346,-1.295,0.019
-2.083,2.035,3.806,-0.673,-2.155,0.574
-0.972,1.662,7.172,-1.191,-2.109,0.463
0.249,2.873,12.319,-1.133,-1.757,0.631
0.450,2.102,13.856,-1.512,-1.138,0.029
2.116,3.725,14.685,-0.061,-0.324,0.174
1.633,5.612,14.508,0.839,0.727,-0.383
1.456,5.013,14.168,2.775,0.952,-0.780
-0.297,2.974,9.260,3.150,1.631,-1.071
-2.332,2.399,2.278,2.899,0.331,-0.236
-2.404,3.227,0.205,1.693,0.323,0.148
-2.198,4.343,0.018,-0.428,-0.297,0.780
-0.235,5.679,3.695,-1.384,-0.970,1.443
3.031,7.087,6.042,-1.615,-1.260,1.924
6.153,9.946,9.513,-1.047,-1.552,1.796
7.034,10.922,9.020,-1.194,-0.370,0.847
7.609,11.243,8.580,-0.001,-0.192,0.066
6.393,9.213,9.480,0.562,0.577,-1.226
3.247,7.001,8.082,0.445,1.041,-1.960
0.043,4.108,5.994,0.917,1.414,-1.998
-2.634,2.672,3.312,0.756,1.066,-0.780
-2.519,2.461,2.508,0.011,0.148,0.860
-0.144,3.385,3.049,-0.402,-0.157,1.681
3.194,5.042,7.890,-2.132,-0.493,2.181
5.679,6.402,10.552,-2.365,-0.912,1.487
7.010,7.183,14.206,-1.415,-0.182,0.569
6.416,6.196,14.259,0.120,0.056,0.075
6.235,5.282,11.218,1.505,0.945,-0.832
5.473,5.607,10.912,1.723,0.797,-1.174
2.978,4.793,7.574,2.055,0.698,-1.080
