accX,accY,accZ,gyroX,gyroY,gyroZ
-7.848,5.406,10.845,-1.324,-0.402,-0.584
-5.301,3.012,7.421,1.963,0.273,-0.042
-3.314,1.413,0.257,1.115,1.594,0.356
-0.943,0.785,-1.998,0.364,0.071,0.076
-0.527,-0.005,2.254,-3.236,0.315,-0.682
-6.254,-0.345,11.984,-2.335,-3.123,-2.720
-16.056,-0.038,19.746,-2.385,-2.360,-2.172
-12.498,-1.053,17.089,1.030,1.639,0.791
-8.729,-2.648,10.921,2.111,2.836,1.678
-2.954,-1.149,4.457,2.087,2.706,2.092
0.019,0.991,-2.371,1.319,1.285,1.072
-0.488,0.455,-1.735,-0.271,0.093,-0.055
-2.624,0.239,2.838,-1.600,-2.311,-0.604
-5.492,-1.259,8.628,-2.626,-2.453,-1.877
-12.479,0.517,18.300,-1.201,-1.941,-1.262
-14.341,0.484,21.465,-0.072,-0.181,-0.450
-9.515,-1.805,13.689,1.252,2.673,0.916
-2.624,-0.603,4.471,2.485,2.535,1.727
-0.982,1.231,-0.269,1.551,2.169,1.156
-0.383,0.417,-2.189,-0.126,-0.110,-0.450
-1.958,0.283,2.393,-2.070,-2.579,-0.893
-6.038,-0.828,9.738,-2.698,-2.867,-2.172
-12.713,-1.159,17.965,-0.724,-2.742,-1.388
-14.657,0.570,21.221,-0.845,-0.460,-0.864
-8.485,-0.939,14.235,2.289,2.095,1.233
-3.778,-0.072,6.090,2.234,2.871,1.304
-2.255,0.579,1.234,2.152,2.181,1.224
-1.417,0.120,-1.409,0.315,0.101,-0.239
-1.164,0.752,-0.609,-1.060,-0.655,-0.368
-1.906,0.072,6.176,-2.151,-2.988,-0.953
