accX,accY,accZ,gyroX,gyroY,gyroZ
-2.974,6.378,4.864,1.543,0.251,1.829
0.967,4.027,1.469,1.094,-0.083,1.522
1.049,3.601,0.588,0.631,0.382,0.184
-0.345,5.100,1.431,-0.692,-0.472,-1.637
-3.146,6.172,3.762,-1.335,-0.472,-2.069
-7.355,8.016,6.434,-1.692,-0.043,-1.677
-7.705,7.001,7.732,-1.277,0.496,-1.242
-11.013,9.649,10.892,-0.462,-0.156,-0.376
-9.706,9.337,9.920,0.408,-0.181,0.712
-8.097,7.187,9.925,1.789,0.209,1.670
-3.395,4.865,5.654,2.137,0.326,2.029
-0.886,4.295,2.307,1.525,-0.120,1.728
2.112,3.179,0.521,0.820,-0.062,0.329
0.690,4.061,-0.782,-0.528,-0.470,-1.521
-4.276,6.038,4.088,-1.694,-0.350,-1.861
-7.556,7.269,7.756,-1.660,0.067,-2.082
-9.505,7.863,8.412,-1.474,-0.070,-1.296
-11.961,9.218,9.523,-0.363,-0.046,-1.148
-12.100,9.266,10.418,0.656,-0.573,0.892
-6.603,5.368,7.861,2.257,0.446,2.272
-3.414,3.998,5.218,2.302,0.711,2.488
1.508,2.988,1.387,1.474,0.119,1.648
2.782,3.127,-1.021,0.312,0.054,-0.201
0.283,3.649,-0.016,-0.902,-0.360,-1.093
-4.128,4.927,6.592,-2.788,-0.409,-2.292
-7.106,5.191,9.791,-2.119,0.479,-2.495
-12.766,8.049,10.969,-1.024,0.045,-2.254
-17.166,11.502,8.355,0.772,-0.497,0.250
-12.182,7.211,10.246,0.696,0.031,1.848
-6.397,4.410,9.135,1.997,0.648,3.250
