accX,accY,accZ,gyroX,gyroY,gyroZ
-10.338,7.235,7.876,0.183,-0.516,0.617
-12.761,8.260,9.777,1.126,0.380,1.683
-6.321,4.209,7.244,1.404,0.160,3.268
2.830,1.365,2.498,0.878,-0.070,1.927
4.041,1.398,2.589,0.295,0.214,0.836
3.270,1.403,0.506,-0.562,0.289,-2.257
-5.804,3.759,6.114,-0.964,-0.396,-3.419
-12.603,6.469,9.461,-2.102,-0.342,-3.351
-14.696,7.633,8.149,-0.731,-0.119,-1.439
-17.425,9.519,7.598,0.326,0.191,-0.233
-12.708,5.502,9.188,1.045,0.299,2.524
-5.966,2.902,6.564,1.595,0.616,3.275
-0.350,1.528,3.298,2.091,0.803,3.135
3.840,1.858,-1.577,0.784,-0.116,0.461
0.249,3.754,0.176,-0.649,0.037,-2.210
-4.453,4.942,4.725,-1.533,-0.526,-2.593
-8.906,5.808,7.785,-1.721,-0.663,-2.855
-16.788,11.171,7.574,-0.997,0.203,-2.460
-14.471,9.438,5.515,0.423,-0.075,0.895
-10.860,6.627,7.014,1.091,0.446,2.437
-8.092,5.861,5.654,1.230,0.390,2.733
-1.681,3.505,3.025,1.065,0.043,2.624
3.673,2.907,-1.021,0.511,0.109,0.456
3.974,2.313,-0.016,-0.321,-0.326,-0.848
-1.973,4.420,1.349,-1.808,-0.543,-2.660
-9.965,5.128,7.296,-1.551,-0.410,-2.857
-12.574,7.034,6.478,-0.783,0.143,-2.579
-18.129,10.376,7.914,0.000,0.121,-0.680
-14.475,6.752,8.431,0.446,-0.112,2.121
-10.975,4.860,8.795,1.032,-0.081,2.595
