accX,accY,accZ,gyroX,gyroY,gyroZ
-2.696,2.136,10.811,0.790,-2.047,0.185
-3.112,0.819,13.919,-0.210,-2.534,-1.616
-2.308,2.600,19.655,1.845,1.613,0.377
-2.375,1.226,13.105,2.446,2.144,0.646
-1.422,1.178,2.403,2.442,0.908,0.097
-1.604,1.575,-1.380,-0.555,0.078,-0.005
-1.767,1.116,-0.858,-2.257,-0.480,0.161
-1.302,-2.418,5.879,-2.921,-1.172,-0.249
0.177,-6.072,12.999,-3.859,-0.324,-1.734
-1.097,-7.958,20.675,-3.221,-1.597,-1.152
-1.154,-8.255,22.222,0.320,0.392,-0.242
0.081,-6.551,14.785,3.284,1.622,0.909
0.096,-3.136,7.363,4.108,1.754,0.753
-0.972,0.498,1.450,3.107,1.685,0.505
-1.657,3.079,-1.284,0.124,0.371,-0.015
-1.149,2.251,0.506,-1.248,-0.340,-0.141
-1.116,-1.322,6.482,-2.977,-1.358,-0.970
-0.211,-4.573,14.302,-3.424,-2.396,-0.814
0.962,-7.690,19.947,-3.897,-0.927,-0.634
-1.738,-8.988,21.484,1.533,0.293,0.223
0.809,-6.814,15.106,4.243,1.282,0.783
0.982,-3.706,8.431,4.085,1.625,0.825
-1.106,0.397,2.479,2.738,1.297,0.518
-1.537,2.964,-0.662,1.741,0.489,0.371
-2.476,3.079,0.305,-1.317,-0.173,-0.029
-1.140,1.144,4.859,-3.143,-1.086,-0.500
-1.025,-4.075,13.248,-2.892,-1.243,-1.001
0.077,-4.290,15.508,-2.664,-1.143,-0.557
0.139,-6.321,21.029,-0.689,-0.795,-0.652
0.498,-5.693,17.572,1.726,0.125,0.464
