accX,accY,accZ,gyroX,gyroY,gyroZ
-8.226,4.482,15.283,-2.308,-0.605,1.050
-9.323,5.267,12.123,2.021,1.541,1.063
-5.397,3.146,8.824,2.708,1.807,0.727
-0.876,0.728,1.857,1.896,1.985,0.311
2.931,0.895,-2.702,-0.359,0.641,-0.226
-2.021,1.207,0.372,-2.483,-1.221,-1.508
-4.099,0.575,4.902,-2.272,-2.037,-1.550
-7.556,-0.943,16.136,-1.864,-2.944,-2.785
-17.396,-1.188,22.021,-0.295,0.193,-0.551
-10.927,-0.273,17.457,1.590,1.636,2.127
-6.148,-0.508,10.035,2.613,2.615,2.078
-0.709,0.699,1.627,2.644,2.157,1.964
-0.038,0.699,-1.605,0.610,0.662,-0.099
-0.426,1.063,-2.434,-1.421,-0.758,-0.289
-2.547,2.231,5.395,-2.470,-1.545,-0.871
-6.541,-1.207,13.584,-2.230,-2.405,-2.168
-10.367,-1.757,18.094,-1.175,-1.655,-2.035
-14.164,0.287,19.823,-0.279,-0.676,-0.364
-9.337,-2.614,13.703,2.377,2.397,1.978
-3.582,-1.192,7.239,2.607,2.215,2.510
0.115,0.699,1.622,2.435,1.683,2.078
-0.196,1.724,-2.534,-1.236,1.294,-1.173
-1.111,1.585,-1.064,-0.732,-1.946,-0.722
-2.054,-1.805,3.379,-2.190,-2.482,-2.096
-12.440,-3.132,14.216,-1.965,-3.741,-1.802
-13.087,0.431,21.231,-0.528,-0.395,-0.557
-9.572,-0.417,16.897,1.115,1.344,0.833
-7.527,-2.705,12.372,2.625,2.806,1.515
-2.179,-0.599,3.686,1.572,3.003,2.025
1.719,1.446,-2.956,1.819,2.127,1.500
