accX,accY,accZ,gyroX,gyroY,gyroZ
-3.333,4.391,10.739,-0.665,-1.163,-0.756
-3.950,8.394,15.073,1.533,-0.285,0.647
-2.049,7.532,12.492,2.948,0.097,0.141
-1.178,4.085,5.381,3.502,0.480,-0.576
-2.145,2.452,-0.442,2.944,0.786,-0.863
-2.552,1.973,-1.581,-0.319,-0.059,0.214
-1.140,2.998,0.645,-1.887,-1.029,1.335
-0.479,3.481,5.213,-2.728,-1.494,0.915
4.554,10.070,13.047,-2.191,-1.908,1.585
3.730,12.479,18.932,-1.367,0.180,-0.345
3.845,9.203,15.590,1.366,0.130,-0.763
2.342,4.515,11.788,3.073,1.153,-2.203
-1.896,1.456,1.522,3.613,0.919,-1.519
-3.505,0.230,-3.439,3.072,0.306,-1.141
-3.654,1.097,-0.796,-1.560,-0.119,0.812
1.020,3.855,3.073,-2.789,-1.490,2.010
3.845,6.637,9.513,-3.190,-1.159,2.020
7.527,13.048,12.477,-1.605,-0.160,2.399
6.828,15.261,14.556,-0.529,-0.210,0.287
4.147,8.935,12.324,1.718,0.495,-1.940
2.332,5.741,9.135,2.202,1.005,-2.024
-1.480,2.500,1.952,2.628,1.355,-1.865
-3.270,0.838,-2.539,0.960,0.577,-0.490
-3.840,0.982,-1.332,-0.851,-0.300,0.597
1.413,2.672,5.443,-3.016,-1.243,2.537
5.502,9.615,11.094,-2.452,-1.329,1.900
7.930,13.642,17.946,-1.096,-0.359,0.305
6.091,10.501,15.049,0.968,0.444,-1.021
4.803,6.503,10.117,3.226,0.741,-2.287
-0.776,2.399,2.216,2.820,1.075,-2.487
