accX,accY,accZ,gyroX,gyroY,gyroZ
-3.060,7.709,14.196,-3.352,-0.690,1.785
-3.922,7.063,5.549,2.859,0.881,1.354
-1.614,3.998,0.966,3.314,-0.535,0.565
-1.350,1.590,-2.482,1.961,-0.662,0.246
-1.882,0.168,-0.854,-1.936,-0.115,-0.023
0.867,7.657,9.753,-2.952,-1.275,1.609
1.810,19.302,12.396,-2.159,-1.218,1.665
3.821,19.192,14.814,0.227,0.005,0.047
1.738,10.257,12.185,2.836,0.402,-1.686
-0.244,4.314,5.783,3.601,0.918,-2.211
-1.800,-0.407,-1.835,3.098,1.291,-1.299
-2.016,-1.705,-1.179,-0.511,-0.391,0.033
-1.911,1.571,1.014,-1.933,-0.299,0.848
1.891,9.835,4.845,-2.405,-0.428,2.540
0.991,16.941,8.776,-2.664,-0.051,0.854
2.270,20.758,11.309,-0.407,-0.107,0.675
2.006,13.810,9.078,1.952,0.305,-1.098
0.910,6.570,4.246,3.882,0.641,-1.681
-1.235,0.776,-0.542,3.356,0.601,-1.996
-2.409,-1.508,-2.261,0.186,-0.217,-0.385
-3.156,-0.661,-2.242,-1.404,-0.055,0.262
0.101,5.248,3.849,-3.136,-1.054,2.269
2.801,15.701,10.768,-3.747,-0.842,1.557
4.008,22.750,11.635,-1.070,-0.199,1.267
3.534,15.615,10.083,1.856,0.180,-0.881
1.355,8.552,6.209,2.907,0.746,-1.711
-1.207,2.155,0.454,3.194,0.389,-1.532
-1.767,-0.364,-2.793,0.817,0.012,-0.591
-3.232,-0.417,-2.103,-1.008,-0.304,-0.058
1.087,4.386,3.293,-2.942,-1.114,2.040
