accX,accY,accZ,gyroX,gyroY,gyroZ
-2.974,1.188,9.916,-3.129,-1.555,-2.040
-5.430,-1.532,23.266,-4.075,-2.837,-1.431
-1.738,-2.619,18.540,1.806,0.268,1.499
-0.407,-1.106,4.768,4.975,2.268,0.436
-0.278,-0.603,-3.597,0.621,1.574,0.888
-2.409,-0.158,1.483,-0.196,-0.316,-0.175
0.148,-1.049,5.012,-1.123,-0.882,-0.485
2.083,-4.027,13.986,-2.845,-2.075,-0.835
2.011,-7.393,21.049,-2.973,-1.520,-0.637
1.039,-8.418,18.405,0.257,0.574,1.082
0.599,-6.728,12.980,3.293,1.384,1.269
0.153,-1.815,5.137,3.395,0.794,0.535
-1.082,1.580,0.717,1.791,0.736,0.274
-1.197,1.571,0.310,-0.561,-0.385,-0.013
-1.384,-0.345,3.782,-1.987,-0.815,-0.284
2.437,-4.377,10.083,-3.119,-2.235,-0.473
3.223,-7.082,19.085,-1.863,-0.882,-0.561
1.896,-6.589,22.476,-1.049,0.609,0.026
0.862,-6.258,14.441,2.781,1.604,0.555
-0.101,-4.070,7.847,3.505,1.311,0.570
-0.929,0.441,1.234,2.707,0.762,0.275
-1.475,1.997,-0.217,-0.047,-0.429,-0.147
-0.943,0.613,2.216,-1.611,-0.755,-0.067
1.298,-4.587,9.978,-3.439,-1.581,-0.176
2.816,-6.172,20.081,-2.149,-0.779,-0.638
1.647,-4.013,22.576,-0.042,0.114,0.163
0.536,-4.056,14.134,3.320,1.170,-0.002
-0.943,-2.375,8.345,3.408,1.537,0.032
-1.183,1.398,2.642,2.623,0.941,0.199
-1.858,2.145,-0.571,0.120,-0.005,-0.257
