accX,accY,accZ,gyroX,gyroY,gyroZ
0.881,4.319,11.941,0.017,-0.440,-0.189
0.029,4.851,13.358,1.607,-0.551,-0.369
0.196,4.664,11.850,2.143,0.053,-0.313
0.153,4.999,8.685,2.227,0.140,-0.224
0.124,5.124,5.256,1.609,0.039,-0.441
-0.388,4.008,2.872,1.145,0.005,-0.524
-2.236,2.725,0.889,-0.423,0.435,-0.502
-0.177,4.831,4.304,-1.556,-0.534,0.340
1.408,4.860,7.890,-1.955,-0.487,0.323
0.460,4.688,11.544,-1.875,-1.148,0.365
1.279,4.535,14.115,-2.051,-0.589,0.324
1.628,4.956,15.772,-0.903,-0.358,0.167
1.346,5.243,15.552,0.050,-0.091,0.045
0.747,4.635,13.277,1.547,0.515,-0.194
0.292,4.764,11.175,1.931,0.303,0.091
-0.527,4.401,6.841,1.087,0.196,-0.175
0.010,4.683,5.434,1.155,-0.094,0.028
-0.627,4.104,4.217,0.638,-0.062,-0.309
-1.738,3.438,3.126,-0.276,0.138,0.069
-0.527,4.137,4.806,-0.643,-0.091,0.411
-0.053,5.588,6.875,-1.331,-0.332,0.332
0.192,4.846,11.529,-1.597,-0.821,0.252
2.523,5.320,17.304,-1.609,-0.491,0.219
3.342,3.926,20.292,0.357,-0.108,-1.288
1.331,5.559,13.349,0.708,-1.268,0.027
0.163,5.909,13.047,0.605,0.413,-0.333
-0.436,5.473,11.812,2.055,0.092,-0.135
-0.651,4.755,7.584,1.565,0.625,-0.170
-0.661,4.654,5.525,1.361,0.378,0.102
-0.316,4.329,2.944,0.673,0.006,-0.174
