accX,accY,accZ,gyroX,gyroY,gyroZ,oriAzimuth,oriPitch,oriRoll
-0.4644751250743866,5.65031623840332,7.262810707092285,-0.14594122767448425,-0.32170987129211426,-0.11504855751991272,301.65472412109375,-38.74199676513672,-3.1797256469726563
1.2976573705673218,1.173158884048462,12.065579414367676,0.8649947643280029,-1.7683390378952026,0.9097358584403992,329.715576171875,-38.74208068847656,-3.179675817489624
5.473145008087158,4.376600742340088,8.550890922546387,1.7480989694595337,-3.407780885696411,0.6945524215698242,309.9449768066406,-33.6313362121582,28.073192596435547
7.398083209991455,4.932055473327637,6.860584735870361,3.3321471214294434,-5.7769293785095215,-0.7169229984283447,291.2943115234375,-32.66216278076172,55.85840606689453
6.708553314208984,4.572925090789795,-2.3953988552093506,4.189684867858887,-5.536179542541504,-1.4881744384765625,299.40948486328125,-140.37228393554688,72.9142074584961
0.8762778043746948,4.027047157287598,-7.820659637451172,3.7135119438171387,-2.906041383743286,-1.1771172285079956,341.44366455078125,-149.98118591308594,24.425024032592773
0.7709329724311829,2.3319525718688965,-11.780669212341309,1.5361113548278809,-1.4104101657867432,-0.18855181336402893,346.0251159667969,-161.7554931640625,12.896321296691895
-0.43095630407333374,0.9289502501487732,-10.38724422454834,0.5784385800361633,-1.0727213621139526,-0.33981937170028687,203.1171417236328,-176.3164520263672,1.1458275318145752
0.5889736413955688,0.6272808313369751,-9.84615421295166,0.3941478431224823,-0.48043426871299744,-0.011717909015715122,198.60662841796875,179.5695343017578,-1.8461133241653442
0.9481038451194763,-0.6129156351089478,-10.133459091186523,0.4964132308959961,-0.2695119082927704,-0.12889699637889862,197.63050842285156,179.9288787841797,-0.08501718938350677
0.23942017555236816,-0.3208230137825012,-10.234015464782715,0.46552056074142456,-0.4825648069381714,0.17470337450504303,197.4553680419922,176.83056640625,-3.2927472591400146
-0.6799532771110535,0.033518824726343155,-8.826224327087402,-1.0088053941726685,-0.41545313596725464,0.1757686287164688,188.269287109375,-179.56605529785156,-5.828919410705566
1.0342950820922852,-0.21547815203666687,-4.219780445098877,-0.37710362672805786,0.7041398286819458,0.07030745595693588,181.3324737548828,-176.06033325195313,-6.550392150878906
-0.1388636976480484,0.038307227194309235,0.3818751573562622,-0.37816888093948364,0.6221144199371338,0.07137271761894226,178.22772216796875,-174.8855438232422,-0.6197253465652466
-0.14844051003456116,0.033518824726343155,0.2717418968677521,-0.30466562509536743,0.69561767578125,0.041545312851667404,224.49827575683594,-171.4720001220703,5.298623561859131
-0.1388636976480484,0.033518824726343155,0.05147533491253853,-0.09906959533691406,0.7659251689910889,0.03834952041506767,231.6885223388672,-170.64271545410156,7.417389392852783
