accX,accY,accZ,gyroX,gyroY,gyroZ
-3.600,-5.913,7.056,0.842,-0.324,1.421
-3.600,-5.913,7.056,0.842,-0.324,1.421
-3.600,-5.913,7.056,-1.143,-0.116,0.448
-3.046,-4.905,8.870,-1.600,1.991,-0.354
-3.142,-4.157,9.388,-1.641,0.953,-0.907
-4.866,-3.123,10.039,-1.292,-0.789,-0.494
-4.962,-2.356,10.077,-0.691,-0.072,-0.778
-7.568,-2.682,12.280,0.585,-0.825,0.176
-6.437,-1.839,9.579,1.017,-0.659,0.473
-5.498,-4.943,10.422,1.636,-0.025,0.370
-4.885,-4.617,11.457,2.021,-0.990,0.454
-3.985,-4.330,7.299,1.670,-0.420,0.330
-4.096,-4.529,5.489,0.532,-0.591,0.342
-4.859,-5.311,7.183,-1.915,0.223,-0.368
-4.769,-2.907,9.079,-1.977,0.791,-1.087
-4.789,-2.308,8.648,-1.301,-0.652,0.477
-3.739,-3.407,7.655,-1.444,-0.989,1.186
-3.744,-3.293,8.405,-1.353,-0.576,0.450
-6.722,-2.994,10.793,-0.826,-0.815,0.524
-5.246,-2.166,9.169,-0.441,-0.902,0.764
-6.017,-3.590,11.563,1.089,1.194,0.105
-5.599,-3.133,10.073,2.164,-0.235,0.525
-5.479,-4.270,7.746,2.050,0.100,0.782
-4.614,-4.478,6.807,0.416,-0.434,1.002
-3.803,-4.969,6.427,-0.401,-0.321,0.296
-4.884,-2.879,7.924,-1.631,0.075,-0.467
-6.209,-3.246,9.765,-1.617,0.564,0.146
-4.910,-2.976,6.993,-1.151,-0.552,1.263
-4.081,-3.756,6.803,-1.523,-0.423,1.166
-6.200,-3.586,10.992,-1.501,0.854,-0.260
