accX,accY,accZ,gyroX,gyroY,gyroZ
-7.471,-1.402,5.509,-1.269,0.348,-0.732
-7.471,-1.402,5.509,-1.269,0.348,-0.732
-7.471,-1.402,5.509,-0.219,-0.361,-1.560
-0.632,0.077,3.238,-0.365,2.047,-1.672
-5.039,-5.767,5.345,-1.261,3.752,-3.687
-10.096,-11.303,7.663,-1.867,3.131,-5.250
-11.878,-1.935,11.361,-0.221,-1.409,-0.100
-9.637,-2.567,8.257,-0.337,-0.276,1.107
-5.096,-4.770,5.096,-1.181,-0.778,-2.628
-11.706,-1.590,5.326,0.858,1.025,-0.199
-10.499,-2.586,5.403,0.044,0.508,1.897
-8.449,-5.422,6.629,0.592,0.452,1.707
-8.004,-6.741,6.821,0.432,0.267,0.900
-6.024,-3.846,6.645,1.119,-0.172,0.875
-6.668,-5.123,6.687,1.212,1.205,0.857
-4.923,-4.466,7.091,2.072,-0.228,-0.365
-5.830,-4.643,2.110,2.499,0.130,-0.237
-6.117,-4.899,2.729,0.055,0.188,-0.709
-10.929,-5.766,6.117,0.008,1.610,-1.064
-8.334,-4.605,4.950,-2.327,-1.506,-1.285
-9.643,-4.185,7.941,-1.131,0.050,-1.410
-7.797,-1.624,5.555,-0.901,-0.945,0.049
-7.387,-2.910,4.682,-1.129,-0.999,0.788
-10.419,-3.491,4.800,-0.965,-1.079,0.104
-11.229,-3.427,5.106,-1.016,-0.346,1.197
-7.946,-1.973,4.337,0.060,-0.236,1.256
-11.604,-4.086,7.711,0.867,0.630,0.889
-10.842,-3.360,5.492,0.920,-0.038,2.205
-6.948,-4.378,4.106,0.469,0.273,1.473
-5.357,-4.505,3.451,-0.063,0.385,0.492
