accX,accY,accZ,gyroX,gyroY,gyroZ
-5.086,-3.731,7.439,-1.050,-0.706,-0.728
-5.086,-3.731,7.439,-1.050,-0.706,-0.728
-5.086,-3.731,7.439,-2.467,1.348,0.645
-5.211,-7.989,14.100,-1.021,1.422,-0.121
-2.280,-3.008,6.284,-1.142,-0.745,-0.275
-3.027,-2.970,6.284,-0.746,0.621,-0.059
-4.732,-4.062,9.598,-0.558,-2.786,1.472
-1.418,-4.387,4.828,-1.079,-1.452,-0.194
-9.867,-7.797,7.548,-0.544,0.743,0.356
-10.403,-7.682,8.660,-0.512,-0.116,0.343
-5.709,-2.682,4.790,0.943,0.412,0.038
-7.012,-7.414,8.181,1.685,1.848,-0.380
-6.617,-4.624,6.871,1.605,0.123,0.856
-4.477,-6.209,4.807,1.593,0.987,1.827
-3.693,-6.377,4.460,-0.396,0.016,0.304
-5.474,-7.464,6.404,-0.791,0.054,-0.468
-5.206,-5.500,6.188,-1.194,-0.677,-1.257
-6.546,-5.581,7.330,-1.301,-0.245,-0.819
-5.079,-4.122,5.487,-1.063,-1.053,0.326
-3.953,-5.772,5.880,-1.607,-1.259,0.450
-5.733,-5.818,6.527,-0.617,0.399,-1.285
-9.487,-5.883,8.182,-0.460,0.411,-0.868
-6.835,-3.994,5.538,0.796,0.311,2.037
-7.535,-7.779,8.793,1.750,0.871,0.956
-7.598,-4.752,6.180,1.500,0.091,0.708
-6.235,-5.586,5.796,1.253,-0.285,1.791
-4.351,-6.890,4.654,0.713,-0.480,1.477
-4.117,-6.214,4.152,-1.268,-0.062,-0.743
-6.870,-5.269,6.330,-1.808,-0.193,-1.145
-7.693,-5.328,7.984,-1.099,-0.566,-0.378
