accX,accY,accZ,gyroX,gyroY,gyroZ
-3.741,-5.010,7.172,-1.543,-0.773,0.408
-3.741,-5.010,7.172,-1.543,-0.773,0.408
-3.741,-5.010,7.172,-3.651,1.266,-0.463
-4.157,-8.238,15.499,-1.822,-1.318,-0.455
-2.491,-3.084,10.345,-0.685,0.131,0.003
-3.736,-4.905,8.583,-0.544,-0.988,0.160
-4.062,-3.448,6.571,-0.308,0.887,0.097
-5.997,-4.387,9.713,0.849,1.119,-0.101
-6.782,-4.023,9.579,1.413,0.264,0.566
-4.732,-5.403,7.912,2.839,0.840,-0.619
-6.380,-6.035,7.568,2.312,1.118,-0.688
-6.284,-4.751,6.571,1.746,0.325,0.244
-5.056,-5.117,6.154,0.741,0.214,0.856
-5.350,-6.824,5.751,-1.416,0.082,-0.669
-6.480,-3.119,4.954,-1.478,-0.141,-1.339
-8.151,-4.897,7.070,-2.114,-0.673,0.374
-5.090,-5.129,7.663,-2.255,-1.200,0.499
-5.278,-4.699,7.416,-1.120,-0.415,-0.731
-9.458,-3.664,9.088,-0.672,0.349,-0.840
-8.948,-3.038,9.869,0.716,-0.847,0.429
-8.112,-5.360,9.278,1.409,1.424,0.873
-7.588,-5.251,9.104,1.764,-0.686,1.310
-6.495,-5.378,6.239,2.539,-0.565,1.513
-5.631,-5.818,4.854,0.911,-0.301,0.968
-5.238,-5.597,4.382,-0.169,-0.257,0.210
-6.041,-5.698,5.580,-1.768,0.281,-0.900
-7.674,-4.008,7.096,-1.887,0.577,-0.657
-6.850,-4.466,6.966,-2.132,-0.530,0.628
-4.606,-4.598,6.797,-2.234,-0.624,-0.147
-6.894,-4.609,7.863,-1.286,0.774,-0.988
