accX,accY,accZ,gyroX,gyroY,gyroZ
-8.506,-4.860,9.214,-3.413,3.782,-1.414
-8.506,-4.860,9.214,-3.413,3.782,-1.414
-8.506,-4.860,9.214,-0.057,-0.225,-0.257
-1.322,4.100,10.326,-0.066,0.105,-0.195
-0.613,2.950,10.288,0.279,-0.312,-0.372
-0.307,2.261,10.135,0.037,0.110,-0.696
-1.073,1.188,9.024,0.693,-0.225,-1.172
-2.261,1.533,4.751,-0.023,-0.776,-0.678
-3.180,-0.632,5.920,-2.123,1.052,-0.773
-5.690,-4.962,6.169,-3.742,3.548,-0.590
-7.146,-6.840,12.779,-3.102,1.733,-3.393
-10.192,-7.318,16.898,0.779,-0.873,-1.199
-7.745,-2.336,6.051,0.068,-0.349,0.906
-5.893,-4.576,7.754,-1.057,-0.472,0.444
-8.182,-3.484,9.855,0.183,0.089,0.587
-7.976,-2.713,7.282,1.796,1.078,1.883
-6.662,-4.599,8.850,1.631,-0.128,1.309
-7.169,-4.690,7.748,2.140,0.189,0.711
-4.535,-4.323,5.034,1.407,0.099,0.652
-4.753,-4.926,4.932,-0.062,0.677,-0.696
-6.415,-5.113,6.143,-1.778,0.465,-0.488
-7.416,-2.947,5.785,-2.428,0.305,0.233
-5.311,-4.229,8.103,-2.778,-0.909,1.571
-4.542,-3.906,7.712,-1.941,-0.802,0.491
-5.394,-4.128,8.516,-1.814,-0.546,-0.138
-6.878,-4.418,10.071,-0.863,-0.235,-0.952
-8.023,-0.769,7.016,-0.523,-1.478,-0.012
-8.433,-1.727,6.089,0.421,0.690,1.488
-8.255,-3.366,8.257,1.327,-0.359,1.544
-8.705,-4.804,8.363,2.608,0.372,1.377
