accX,accY,accZ,gyroX,gyroY,gyroZ
-3.413,-2.618,6.883,1.472,-0.440,-0.295
-3.413,-2.618,6.883,1.472,-0.440,-0.295
-3.413,-2.618,6.883,-1.841,4.341,-3.200
-8.027,-3.774,8.813,-3.191,-0.326,-2.315
-7.280,-5.537,11.323,0.007,1.157,-0.999
-5.326,-3.755,7.970,0.415,-0.602,-0.961
-4.790,-3.832,5.997,0.384,0.801,-0.446
-5.039,-4.119,7.261,0.177,-0.284,-0.803
-7.989,-4.962,9.637,1.007,0.407,1.434
-6.284,-6.954,9.886,1.342,-0.007,1.121
-3.046,-4.828,6.226,1.871,1.872,-1.112
-5.843,-7.318,9.139,1.898,2.007,-1.852
-5.666,-4.123,6.655,2.637,1.473,0.183
-4.880,-5.015,5.668,-0.241,-1.114,0.993
-6.010,-6.046,6.283,-0.605,-0.129,-0.264
-6.193,-5.371,7.235,-1.202,-1.226,-2.100
-8.947,-5.008,6.466,-1.061,0.000,-1.489
-7.657,-5.475,9.993,-0.629,-1.087,-0.581
-6.242,-3.952,5.521,-0.346,-0.622,-0.583
-5.393,-4.338,6.577,-0.349,0.402,-1.150
-7.677,-4.699,9.225,0.346,1.006,-1.365
-8.286,-5.106,9.443,1.250,0.364,-0.159
-5.400,-5.057,8.268,1.406,1.526,0.519
-3.601,-5.492,9.244,1.743,1.767,-1.084
-5.883,-4.617,9.183,1.979,2.604,-0.474
-4.757,-4.259,8.731,0.488,0.521,1.200
-4.123,-5.170,9.426,0.262,0.451,1.420
0.818,-3.521,7.325,-0.154,-3.141,0.234
-3.670,-4.278,6.055,1.289,-0.946,-3.806
-6.621,-5.541,5.839,1.914,-0.338,-2.130
