accX,accY,accZ,gyroX,gyroY,gyroZ
-6.696,-4.182,6.449,-0.345,-0.761,-0.939
-6.696,-4.182,6.449,-0.345,-0.761,-0.939
-6.696,-4.182,6.449,1.669,-1.171,0.323
-3.583,-5.096,8.276,1.717,-1.640,-0.348
-3.602,-6.533,7.433,0.647,-0.549,-0.682
-3.180,-2.989,6.150,0.492,0.345,-0.896
-2.510,-3.008,7.893,-0.217,0.124,-0.703
-3.391,-2.759,8.909,-0.541,0.879,-0.463
-2.625,-3.525,10.135,-1.233,0.152,-0.448
-3.334,-3.391,11.802,-0.892,0.682,-1.014
-4.636,-2.242,13.526,1.060,1.246,-2.125
-6.111,-1.284,11.955,2.332,0.443,0.349
-4.139,-4.704,6.604,1.567,0.176,0.479
-4.916,-5.765,7.910,0.990,1.406,0.651
-3.042,-6.292,6.176,-0.073,-0.322,0.544
-1.693,-2.929,3.245,-1.144,0.285,-1.917
-6.671,-6.654,9.203,-2.101,1.209,-1.545
-5.536,-4.920,11.206,-1.405,-0.619,-1.402
-5.958,-3.576,8.346,-0.283,-0.871,-1.070
-7.978,-4.820,9.822,0.021,0.567,-0.234
-6.667,-4.159,9.779,0.446,0.391,0.172
-5.313,-6.508,9.303,1.629,1.988,0.432
-5.489,-5.162,9.674,1.448,0.661,0.854
-4.391,-5.684,8.859,2.048,0.307,1.646
-3.598,-6.028,7.581,0.900,-0.295,1.292
-3.481,-6.132,7.010,0.175,-0.820,0.997
-3.053,-1.768,4.130,-0.983,-1.416,-1.641
-7.571,-5.151,7.416,-0.954,1.642,-1.205
-6.959,-3.113,8.641,-1.712,0.450,-1.736
-7.103,-2.263,9.773,-0.618,1.067,-1.689
