accX,accY,accZ,gyroX,gyroY,gyroZ
-5.494,-4.390,7.394,-1.173,-0.308,0.156
-5.494,-4.390,7.394,-1.173,-0.308,0.156
-5.494,-4.390,7.394,-2.430,3.836,0.745
-3.180,-5.613,11.821,-2.178,-0.788,0.658
-4.885,-4.368,9.196,-0.039,-0.406,0.319
-3.640,-5.709,5.556,-1.302,-1.865,1.413
-2.107,-4.732,4.885,-1.983,-1.031,0.531
-5.671,-6.169,10.709,-0.910,0.485,-0.691
-6.993,-4.196,10.231,-0.558,-0.697,0.173
-5.230,-2.127,6.226,0.587,0.325,0.381
-7.089,-5.039,8.660,0.964,0.738,0.530
-7.089,-4.636,9.043,2.106,-0.231,1.271
-7.089,-4.636,9.043,1.470,-0.345,1.398
-3.724,-5.365,4.492,0.206,0.260,0.283
-5.174,-6.504,5.523,-1.629,0.601,-0.639
-6.970,-5.129,8.478,-1.966,0.178,0.129
-5.455,-4.092,7.831,-0.928,-0.094,0.157
-6.620,-3.593,6.520,-0.865,-0.132,0.004
-6.018,-3.321,6.204,-0.919,-0.012,-0.274
-6.911,-3.069,8.696,-0.384,-0.303,0.026
-7.165,-4.491,10.815,0.975,0.712,-0.028
-8.252,-4.180,8.867,1.931,1.229,-0.187
-5.948,-3.143,6.429,1.767,0.333,0.510
-6.018,-3.531,5.812,1.622,0.348,0.188
-6.151,-4.562,6.172,0.951,0.124,0.248
-6.744,-5.700,8.477,-0.140,0.276,0.200
-4.690,-3.863,6.583,-0.606,0.098,-0.821
-6.339,-3.725,5.417,-0.690,0.058,-1.460
-6.951,-4.407,6.876,-2.037,-0.908,-0.780
-6.187,-3.558,8.115,-0.576,0.129,-1.494
