accX,accY,accZ,gyroX,gyroY,gyroZ
9.070,-1.742,6.387,-1.043,-0.713,1.006
9.070,-1.742,6.387,-1.043,-0.713,1.006
9.070,-1.742,6.387,-0.843,-0.696,0.738
6.437,-4.732,7.951,-0.758,-0.903,0.971
7.606,-1.322,6.725,0.198,0.042,-0.161
8.315,-2.778,8.468,2.110,-0.052,-1.315
6.322,-3.391,7.491,1.817,0.377,-1.290
6.016,-3.142,6.840,1.300,1.259,-1.043
6.610,-3.410,6.954,0.924,0.337,-0.130
5.882,-4.062,8.353,-0.185,-0.207,0.012
4.790,-1.399,6.456,0.053,-1.555,0.995
4.982,-1.726,6.863,-0.513,-0.938,0.922
5.868,-2.890,6.635,-0.900,-1.550,1.053
6.685,-1.728,6.623,-0.569,-1.240,0.693
10.793,-2.305,8.942,-1.625,-0.070,-1.088
7.556,-0.415,6.594,-0.360,1.315,-0.803
8.492,-2.325,6.577,0.962,-0.216,-0.055
7.661,-2.739,4.961,1.111,0.094,-0.490
6.382,-3.025,5.141,0.667,1.035,-0.718
7.745,-3.575,4.753,0.800,0.274,0.393
9.294,-3.608,5.375,-0.072,-0.162,0.734
7.880,-2.256,4.401,0.323,-0.443,1.728
8.427,-3.730,4.864,0.314,-0.735,1.613
8.899,-2.125,5.130,0.008,-0.759,1.220
8.156,-1.984,5.100,0.033,-0.604,0.480
8.246,-1.689,6.107,0.469,-0.321,0.186
10.251,-2.890,6.722,1.044,-0.279,-0.608
7.490,-3.116,3.569,0.530,0.762,-0.829
6.978,-2.868,2.869,0.421,-0.676,-0.584
5.561,-5.481,1.904,0.201,0.593,-0.678
