accX,accY,accZ,gyroX,gyroY,gyroZ
5.871,-5.718,3.774,0.059,0.097,0.383
5.871,-5.718,3.774,0.059,0.097,0.383
5.871,-5.718,3.774,-0.211,-0.381,0.730
5.058,-1.743,7.069,0.645,-1.907,1.257
5.422,-0.939,8.755,1.984,0.888,0.399
5.498,-4.081,10.269,2.629,-1.572,0.478
8.257,-4.560,5.977,1.077,-0.603,0.104
9.617,-5.939,7.682,0.022,-1.168,0.127
4.081,-4.138,1.226,-0.877,0.109,0.580
5.326,-4.291,2.720,0.213,-1.230,0.992
6.265,-4.885,3.199,0.428,-0.757,1.422
6.954,-4.847,2.835,-0.170,-0.630,1.004
9.463,-3.634,3.587,-0.549,-0.045,0.364
10.460,-4.572,4.676,-0.404,0.586,-0.394
9.982,-4.479,4.714,0.418,0.756,0.019
8.166,-4.869,3.904,1.017,-0.755,-0.732
9.675,-4.607,5.565,1.515,-0.601,-0.910
8.128,-4.537,4.129,1.353,0.695,-1.825
7.287,-5.815,3.163,-0.180,0.181,-0.919
6.567,-4.161,3.888,-1.022,0.136,0.539
9.010,-4.755,4.317,-1.291,-0.624,0.702
7.591,-3.063,4.235,-1.359,-0.215,0.854
7.831,-3.010,4.263,-1.854,0.085,0.649
8.634,-2.831,5.691,-1.392,-0.135,0.685
12.131,-3.150,6.550,-0.384,-0.043,0.208
6.405,-0.590,3.569,0.451,0.281,-0.880
10.307,-3.870,4.993,1.696,-0.052,-0.121
9.303,-3.127,4.035,1.282,0.497,-0.914
8.391,-5.679,3.590,1.192,-0.239,-1.361
7.699,-7.224,3.193,0.337,0.294,-0.702
