accX,accY,accZ,gyroX,gyroY,gyroZ
10.706,-0.543,4.912,-0.356,-0.514,0.446
10.706,-0.543,4.912,-0.356,-0.514,0.446
10.706,-0.543,4.912,-1.633,-2.370,1.756
8.794,-1.782,9.656,-1.482,-1.384,0.421
10.135,-0.824,7.414,-2.758,-0.617,0.450
6.897,-0.479,5.728,-0.326,-0.216,-0.312
9.024,-1.130,7.223,0.761,0.191,-0.853
6.935,-2.548,2.491,-0.059,0.108,-0.889
7.050,-1.973,4.081,0.573,0.128,-0.274
10.690,-4.215,4.770,0.175,-0.549,0.380
9.503,-3.506,4.751,0.704,-0.864,0.871
6.935,-1.667,3.602,-0.099,-1.159,0.447
8.773,-1.494,2.089,-1.028,0.245,-0.284
7.853,-1.875,2.289,-1.170,0.454,-0.152
10.788,-2.548,4.013,-0.606,-0.144,-0.002
11.506,-3.242,3.881,-0.774,-0.231,-0.073
6.174,-3.441,0.900,-0.963,0.185,-0.298
7.314,-4.361,2.691,-1.387,0.150,0.241
8.069,-2.526,2.744,-0.470,0.001,0.558
9.525,-1.837,2.586,-0.756,0.012,0.183
11.005,-2.764,3.426,-0.364,-0.245,0.194
11.495,-1.197,4.582,0.619,0.070,-0.041
9.982,-2.362,2.627,1.239,-0.696,-0.876
6.354,-2.511,3.159,0.972,0.089,-0.426
8.758,-2.875,3.746,1.982,-0.869,-0.357
9.203,-4.398,3.982,0.312,-0.275,-0.855
10.600,-5.500,4.854,0.032,0.172,-0.452
5.170,-1.099,0.154,0.336,1.248,0.663
8.757,-3.405,2.482,0.466,0.342,0.564
7.767,-2.564,1.328,0.567,-0.127,0.954
