accX,accY,accZ,gyroX,gyroY,gyroZ
6.421,-3.519,6.270,1.368,-0.582,-1.319
6.421,-3.519,6.270,1.368,-0.582,-1.319
6.421,-3.519,6.270,-0.884,-1.618,2.485
7.050,-0.402,8.161,-1.229,-0.050,0.698
8.219,-0.383,8.372,-0.526,-0.207,0.483
9.790,-3.563,7.548,0.204,0.957,-0.923
9.349,-4.770,5.747,0.645,0.513,-0.692
6.840,-3.621,3.774,0.918,0.060,-0.632
8.832,-5.652,4.655,0.998,0.401,-0.134
5.403,-4.291,4.426,0.745,-0.277,-0.286
5.345,-3.889,2.720,0.050,0.060,0.369
7.050,-2.701,5.709,-1.671,-0.493,-0.029
9.832,-2.862,8.773,-1.588,0.063,0.446
7.240,-0.338,8.401,0.463,-0.768,-0.463
8.025,-1.465,6.320,0.108,-1.254,0.315
6.576,-0.876,5.340,0.954,-0.507,-0.530
8.172,-2.416,4.561,1.430,-0.175,0.020
11.076,-5.181,4.267,1.412,-1.037,0.489
8.683,-5.181,3.754,0.560,0.121,0.389
6.969,-4.060,1.759,0.416,0.100,0.439
7.463,-5.383,2.714,-0.790,0.833,0.376
6.889,-3.501,2.672,-0.065,1.053,1.143
8.545,-3.164,4.067,-0.909,0.396,0.577
11.322,-3.943,6.611,-0.812,-0.442,0.715
10.642,-3.659,5.463,-0.103,0.079,0.163
10.064,-3.093,5.276,-0.042,-0.545,-0.149
8.368,-2.216,5.261,1.156,-0.623,-0.811
7.352,-4.177,3.455,2.082,-0.359,-0.956
7.362,-4.118,3.163,0.985,-0.714,-0.590
9.944,-5.952,4.828,0.361,-0.466,-0.471
