accX,accY,accZ,gyroX,gyroY,gyroZ
-4.465,-5.132,5.980,-0.743,-1.277,0.547
-4.465,-5.132,5.980,-0.743,-1.277,0.547
-4.465,-5.132,5.980,0.763,-0.590,0.847
6.476,-4.368,7.376,-0.293,-1.148,0.856
4.943,-3.870,5.345,-0.471,-1.474,0.748
4.234,-3.563,4.196,0.464,-1.635,1.140
6.303,-3.544,5.096,-0.628,0.065,0.934
6.610,-2.740,4.962,-0.605,0.103,0.765
9.119,-1.456,6.399,-0.003,0.694,-0.411
10.384,-2.606,7.548,0.242,0.425,-0.955
8.774,-3.506,9.215,0.961,1.633,-1.416
5.652,-3.525,5.767,0.950,0.325,-1.009
5.652,-3.525,5.767,1.032,-0.544,0.268
5.380,-2.991,6.361,0.869,-0.207,0.144
5.790,-3.472,6.658,-0.203,-0.010,-0.433
7.017,-4.225,8.602,-0.393,0.164,-0.466
4.644,-2.357,6.562,0.074,-0.284,0.909
7.188,-4.845,6.497,0.681,-3.049,1.562
7.113,-2.885,4.718,-0.170,-0.402,1.244
8.430,-1.311,4.790,-0.571,-0.112,0.729
8.603,-1.617,5.511,-0.462,-0.394,0.027
9.710,-3.344,7.993,-0.109,-0.385,0.050
6.135,-2.757,4.597,1.333,0.397,-0.163
6.682,-4.513,5.332,1.115,-0.661,0.118
8.641,-3.195,5.275,1.446,-0.786,-0.127
7.878,-4.275,4.378,0.865,0.061,-0.755
7.331,-5.343,4.710,0.094,-0.057,-0.751
7.521,-5.713,4.438,-0.295,0.196,-0.339
7.007,-3.122,2.763,-0.569,0.405,0.412
9.097,-4.480,4.975,-0.423,-0.387,0.134
