accX,accY,accZ,gyroX,gyroY,gyroZ
-6.346,-4.615,6.453,-0.822,-0.506,-1.799
-6.346,-4.615,6.453,-0.822,-0.506,-1.799
-6.346,-4.615,6.453,-1.249,-1.379,1.436
-1.648,-6.495,8.774,-1.701,-0.642,1.902
-0.038,-3.793,10.939,-0.647,-0.190,0.774
-3.199,-3.276,11.514,0.893,-2.376,0.376
-3.870,-3.793,8.391,1.166,-1.093,0.581
-3.506,-4.636,8.410,0.520,-0.599,0.532
-4.502,-5.077,10.173,0.214,-0.603,0.850
-2.778,-4.617,7.893,-0.061,0.260,-0.139
-2.395,-3.276,6.226,-0.859,0.393,0.629
-2.503,-2.167,11.433,-0.046,0.722,0.267
-3.520,-2.808,11.831,-0.182,-0.275,0.475
-3.066,-2.218,10.548,-0.231,-0.790,0.597
-2.713,-3.289,10.759,0.169,-0.283,0.112
-2.985,-3.353,11.220,0.734,-0.521,-0.528
-3.910,-2.812,7.922,1.397,-0.000,-0.635
-3.984,-2.664,7.139,0.893,0.139,-0.290
-4.811,-4.851,7.749,0.418,0.452,0.141
-5.929,-6.880,9.419,-1.565,1.988,-0.033
-3.284,-0.057,5.877,-1.321,-0.424,0.913
-4.522,-4.863,8.581,-0.185,0.706,1.228
-2.619,-3.433,6.473,-1.424,-0.515,0.499
-4.509,-2.227,11.332,-0.072,-1.039,0.992
-5.866,-4.913,12.818,0.174,0.927,-0.692
-4.595,-2.095,9.564,0.947,1.014,-0.242
-6.357,-4.747,10.160,1.654,1.177,0.087
-6.274,-3.227,5.764,1.996,1.879,0.480
-6.608,-4.539,3.885,0.758,0.210,0.783
-6.850,-4.615,4.143,-0.114,-0.001,0.358
