accX,accY,accZ,gyroX,gyroY,gyroZ,oriAzimuth,oriPitch,oriRoll
0.49320554733276367,4.3191399574279785,9.408015251159668,0.1161138266324997,-0.04687163606286049,0.8159925937652588,294.3773193359375,-32.173641204833984,2.7236502170562744
3.4189200401306152,2.5282769203186035,10.471040725708008,0.11504855751991272,-1.303883671760559,0.4772384762763977,297.42901611328125,-32.17365646362305,2.7236900329589844
2.7102363109588623,6.981492042541504,0.19033902883529663,5.0365705490112305,-6.988134860992432,-1.0908308029174805,293.07147216796875,-39.9505615234375,34.882015228271484
4.548983097076416,6.517016887664795,-6.676231384277344,4.11618185043335,-6.803843975067139,-1.0961570739746094,335.0082092285156,-122.59510803222656,26.691646575927734
3.4572272300720215,5.037400245666504,-8.538920402526855,3.875432014465332,-4.164118766784668,-1.5584819316864014,54.944732666015625,-149.2875518798828,-1.5703784227371216
-0.5793967843055725,1.699883222579956,-10.54526138305664,1.572330355644226,0.3930825889110565,0.019174760207533836,165.15455627441406,-169.46392822265625,-10.691112518310547
-0.9385270476341248,0.5889736413955688,-11.445481300354004,1.167529821395874,-0.08735168725252151,-0.10120012611150742,200.6153564453125,-176.4547119140625,-6.4213151931762695
-0.8571242094039917,0.7709329724311829,-10.085575103759766,0.18642127513885498,-0.0788295716047287,-0.6562029123306274,205.90921020507813,-179.84463500976563,-4.233400821685791
-0.8475474119186401,0.8379706144332886,-9.731232643127441,-0.13102753460407257,-0.002130528911948204,-0.3749730885028839,200.35653686523438,-179.65121459960938,-1.7309561967849731
1.1779472827911377,0.06224924325942993,-5.282805919647217,-0.07456851005554199,0.13848437368869781,0.020240023732185364,194.80673217773438,-176.9224395751953,-2.5531880855560303
-0.20111294090747833,0.08140286058187485,0.4058171808719635,0.24394555389881134,2.0783309936523438,-0.2822950780391693,195.41802978515625,-177.09373474121094,-0.880064845085144
-0.181959331035614,0.004788403399288654,0.2717418968677521,0.28975194692611694,2.05169939994812,-0.24820661544799805,202.98171997070313,-178.9678497314453,16.7811279296875
-0.15801730751991272,0.05746084079146385,0.11851298063993454,0.3472762107849121,1.8152105808258057,-0.22477079927921295,205.88278198242188,179.91917419433594,28.026283264160156
-0.090979665517807,0.07182604819536209,-0.06823474913835526,0.34514567255973816,1.535046100616455,-0.22157500684261322,206.2620086669922,179.3352813720703,33.19739532470703
-1.9297266006469727,0.545877993106842,-1.9309237003326416,0.260989785194397,6.027266502380371,0.07989483326673508,205.08090209960938,178.5825958251953,8.881617546081543
8.69095230102539,1.9105730056762695,5.251681327819824,-0.5933523178100586,0.7595335841178894,0.10439591854810715,190.4185028076172,-179.30686950683594,16.073766708374023
0.38307225704193115,0.3447650372982025,-6.422446250915527,-0.844754695892334,0.18429075181484222,-0.03302319720387459,190.60906982421875,-178.43014526367188,17.899993896484375
0.3974374830722809,0.26336219906806946,-9.707290649414063,0.012783173471689224,-0.02556634694337845,-0.011717909015715122,177.7943572998047,-179.0281219482422,11.414825439453125
0.31603461503982544,0.24420857429504395,-9.223662376403809,0.004261057823896408,-0.029827404767274857,-0.01810949668288231,176.18890380859375,-178.90525817871094,7.1260271072387695
0.3256114423274994,0.2346317619085312,-9.218873977661133,0.011717909015715122,-0.024501081556081772,-0.008522115647792816,176.61561584472656,-178.90357971191406,6.043100357055664
0.3687070608139038,0.23942017555236816,-9.194931983947754,0.013848437927663326,-0.03515372797846794,-0.01810949668288231,179.81307983398438,-178.9158172607422,4.233264446258545
0.35913026332855225,0.22505496442317963,-9.214085578918457,0.014913702383637428,-0.01065264455974102,-0.008522115647792816,184.0168914794922,-178.8330078125,3.2765324115753174
0.31603461503982544,0.2537853717803955,-9.190143585205078,0.008522115647792816,-0.015978965908288956,-0.004261057823896408,185.6429443359375,-178.8515625,3.038309097290039
0.33518823981285095,0.2346317619085312,-9.218873977661133,0.019174760207533836,-0.019174760207533836,-0.00532632227987051,189.03634643554688,-178.9371795654297,2.631434679031372
0.31603461503982544,0.272938996553421,-9.26675796508789,0.017044231295585632,-0.013848437927663326,-0.017044231295585632,191.10888671875,-178.92092895507813,2.462141752243042
0.31603461503982544,0.2346317619085312,-9.218873977661133,0.009587380103766918,-0.02556634694337845,-0.009587380103766918,192.29718017578125,-178.8692626953125,2.3669562339782715
0.272938996553421,0.3208230137825012,-9.745597839355469,0.008522115647792816,-0.11930961906909943,-0.026631612330675125,194.06912231445313,-178.87400817871094,2.4878368377685547
0.38307225704193115,0.20111294090747833,-9.238027572631836,0.044741109013557434,-0.03621899336576462,-0.01810949668288231,194.79348754882813,-178.96189880371094,2.094472646713257
0.8427590131759644,0.2298433631658554,-10.056844711303711,0.017044231295585632,-0.1299622654914856,0.3376888334751129,195.50013732910156,-178.82945251464844,1.8064162731170654
1.158793568611145,0.07182604819536209,-11.340136528015137,0.5986786484718323,0.5475459098815918,0.5922870635986328,199.74749755859375,178.18215942382813,0.8376357555389404
0.12928688526153564,0.35913026332855225,-14.165294647216797,-0.12889699637889862,0.7723167538642883,1.4892396926879883,200.5243682861328,176.52928161621094,4.093832492828369
0.8762778043746948,0.8331822156906128,-13.758279800415039,-0.7850999236106873,0.6508765816688538,1.2527509927749634,214.76930236816406,-179.79937744140625,7.551178932189941
1.3742717504501343,1.7046716213226318,-13.413515090942383,-1.5819177627563477,1.0034791231155396,1.9110844135284424,223.08270263671875,-178.92259216308594,8.53372859954834
6.368576526641846,3.1028854846954346,-14.045584678649902,-2.290318489074707,3.3172335624694824,4.082093238830566,300.02099609375,-168.2938690185547,18.2509708404541
3.3662476539611816,0.033518824726343155,0.20949265360832214,-4.590224742889404,6.184925556182861,1.9462381601333618,316.9757385253906,-170.47039794921875,56.97381591796875
4.903325080871582,-0.6703764796257019,5.304353713989258,-0.1161138266324997,6.80597448348999,-0.1203748807311058,301.77166748046875,0.9336103796958923,73.36174774169922
2.346317768096924,1.2066776752471924,4.95001220703125,1.0673949718475342,3.8296256065368652,-1.0024138689041138,294.52880859375,0.1353701949119568,31.6651668548584
0.871489405632019,2.3511061668395996,5.8215012550354,1.6916399002075195,1.8801918029785156,-0.004261057823896408,269.83563232421875,-11.254430770874023,10.838736534118652
0.9385270476341248,3.581725835800171,7.229291915893555,1.0120012760162354,0.583764910697937,0.02876213937997818,270.4653015136719,-23.313114166259766,2.4386022090911865
0.5554547905921936,4.821922302246094,7.353790283203125,1.1398329734802246,0.19281286001205444,0.11930961906909943,276.1651611328125,-29.004358291625977,1.2183953523635864
1.7812861204147339,5.415684223175049,7.717709064483643,-0.19174760580062866,-0.05006742849946022,-0.18855181336402893,276.96917724609375,-37.86912155151367,3.8790130615234375
0.8571242094039917,5.851428985595703,7.0808515548706055,0.19281286001205444,0.009587380103766918,-0.1768338978290558,279.90655517578125,-37.90715408325195,4.765501499176025
0.8475474119186401,5.822698593139648,8.191761016845703,-0.1203748807311058,0.1480717658996582,-0.026631612330675125,283.0395812988281,-38.767757415771484,3.935474395751953
0.6320692300796509,6.133944988250732,7.86614990234375,0.1533980816602707,-0.1203748807311058,-0.08096009492874146,285.88531494140625,-38.86418151855469,3.979440689086914
0.6847416758537292,6.157886981964111,7.875726699829102,0.07243798673152924,-0.09374327212572098,-0.07350324839353561,287.88421630859375,-39.50798797607422,4.61601448059082
0.751779317855835,5.932831764221191,8.57004451751709,-0.23329292237758636,-0.15233281254768372,-0.09480853378772736,288.4041442871094,-39.5698127746582,4.991756916046143
