accX,accY,accZ,gyroX,gyroY,gyroZ
,,,-0.0,-0.0,-0.0
-6.292600631713867,5.734166622161865,8.512717247009277,-0.0,-0.0,-0.0
-6.292600631713867,5.734166622161865,8.512717247009277,-0.0,-0.0,-0.0
-1.9477096796035767,10.664731979370117,14.941521644592285,-0.4147774875164032,-0.9373727440834045,3.140763759613037
8.430994987487793,-10.787315368652344,-3.268883466720581,8.942151069641113,10.008416175842285,-9.491318702697754
1.7297841310501099,0.054481390863657,6.156397342681885,-9.78667163848877,-9.944581031799316,9.300728797912598
12.666923522949219,5.802268028259277,17.01181411743164,1.5326608419418335,8.534704208374023,0.2822197377681732
-7.64101505279541,-4.317650318145752,1.8387469053268433,2.2067506313323975,-8.76652717590332,10.007804870605469
4.712640285491943,0.476712167263031,4.508335113525391,9.988868713378906,4.683809280395508,-2.4443771839141846
6.483285427093506,-3.800076961517334,15.091344833374023,-10.00352954864502,-3.713449716567993,8.041430473327637
10.256121635437012,-12.380895614624023,5.924851417541504,5.2439727783203125,0.5357288122177124,-3.3295209407806396
-12.966570854187012,-5.2574543952941895,6.973618030548096,9.96015739440918,-2.2094995975494385,-5.694180488586426
12.871228218078613,-12.63968276977539,8.921327590942383,-5.525581359863281,0.01710422709584236,10.008416175842285
-2.2473573684692383,-3.0918190479278564,7.4775710105896,0.4129449129104614,-3.813326358795166,2.713157892227173
-1.2258312702178955,-17.82903480529785,-8.853225708007813,9.08570384979248,1.1380419731140137,-9.983981132507324
6.183638095855713,-7.872560977935791,4.630918025970459,-9.108612060546875,-2.447736978530884,4.982827663421631
-10.310603141784668,-18.83694076538086,-15.173067092895508,-0.19578230381011963,3.5778377056121826,-0.04856378585100174
13.729310035705566,0.3132680058479309,12.380895614624023,-10.00352954864502,-6.219524383544922,10.008416175842285
-12.735025405883789,-17.434045791625977,-17.161638259887695,9.988868713378906,0.1966986060142517,-9.983981132507324
11.127823829650879,7.613774299621582,18.278507232666016,-10.00352954864502,-7.550905227661133,10.008416175842285
-14.083439826965332,-12.217452049255371,-17.352323532104492,9.988868713378906,3.3790011405944824,-4.766275882720947
11.931424140930176,-9.507002830505371,7.927042484283447,-9.410379409790039,-1.8478673696517944,5.849339962005615
-1.0896278619766235,-5.025908470153809,5.720546245574951,9.988868713378906,0.7046330571174622,-9.983981132507324
12.8576078414917,2.642347574234009,18.06058120727539,-10.00352954864502,-7.229284763336182,10.008416175842285
-12.80312728881836,-17.202499389648438,-16.289936065673828,9.799195289611816,4.376238822937012,-7.627874374389648
16.657684326171875,3.9090397357940674,18.19678497314453,-4.1828999519348145,-1.2705997228622437,7.688044548034668
-13.593107223510742,-17.611108779907227,-10.065437316894531,-0.608421802520752,-0.36682456731796265,1.5039502382278442
7.246025085449219,10.514908790588379,17.31146240234375,-8.392372131347656,7.560373783111572,6.638272762298584
-15.02324390411377,-17.297842025756836,-7.504811763763428,9.988868713378906,-1.7049249410629272,-3.478572130203247
-7.205163955688477,-11.795221328735352,-8.362893104553223,-10.00352954864502,-1.5515977144241333,1.6035212278366089
